kind,series_name,series_imdb_id,season,episode,original_air_date,original_air_year,rating,votes,runtime,is_comedy,is_drama
tv series,Bottersnikes & Gumbles,6015820,1,12,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,13,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,14,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,15,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,16,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,17,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,18,2016,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,19,2016,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,20,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,21,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,22,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,23,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,24,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,25,Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,26,19 Aug. 2016,2016,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,27,2016,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,28,2016,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,29,2016,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,30,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,31,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,32,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,33,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,34,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,35,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,36,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,37,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,38,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,39,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,40,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,41,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,42,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,43,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,44,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,45,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,46,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,47,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,48,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,49,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,50,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,51,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,1,52,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,50,1,2017,,,,,1,0
tv series,Bottersnikes & Gumbles,6015820,51,1,2017,,,,,1,0
tv series,The Queen of Flow,8560918,1,1,12 Jun. 2018,2018,6,10,,0,1
tv series,The Queen of Flow,8560918,1,2,13 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,3,14 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,4,15 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,5,19 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,6,19 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,7,20 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,8,22 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,9,22 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,10,25 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,11,26 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,12,27 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,13,28 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,14,29 Jun. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,15,3 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,16,4 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,17,5 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,18,6 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,19,9 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,20,10 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,21,11 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,22,12 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,23,13 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,24,16 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,25,17 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,26,18 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,27,19 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,28,23 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,29,24 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,30,25 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,31,26 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,32,27 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,33,30 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,34,31 Jul. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,35,1 Aug. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,36,2 Aug. 2018,2018,,,,0,1
tv series,The Queen of Flow,8560918,1,37,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,38,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,39,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,40,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,41,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,42,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,43,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,44,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,45,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,46,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,47,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,48,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,49,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,50,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,51,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,52,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,53,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,54,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,55,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,56,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,57,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,58,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,59,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,60,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,61,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,62,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,63,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,64,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,65,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,66,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,67,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,68,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,69,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,70,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,71,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,72,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,73,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,74,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,75,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,76,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,77,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,78,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,79,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,80,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,81,2018,,,,,0,1
tv series,The Queen of Flow,8560918,1,82,2018,,,,,0,1
tv series,Boca Juniors Confidential,8893546,1,1,14 Sep. 2018,2018,6.6,26,,0,0
tv series,Boca Juniors Confidential,8893546,1,2,14 Sep. 2018,2018,6.7,20,,0,0
tv series,Boca Juniors Confidential,8893546,1,3,14 Sep. 2018,2018,5.9,18,,0,0
tv series,Boca Juniors Confidential,8893546,1,4,14 Sep. 2018,2018,6.4,15,,0,0
tv series,Nailed It!,6987788,1,1,9 Mar. 2018,2018,6.8,128,,0,0
tv series,Nailed It!,6987788,1,2,9 Mar. 2018,2018,7.6,120,,0,0
tv series,Nailed It!,6987788,1,3,9 Mar. 2018,2018,7.2,101,,0,0
tv series,Nailed It!,6987788,1,4,9 Mar. 2018,2018,7.4,89,,0,0
tv series,Nailed It!,6987788,1,5,9 Mar. 2018,2018,7.4,92,,0,0
tv series,Nailed It!,6987788,1,6,9 Mar. 2018,2018,7,109,,0,0
tv series,Nailed It!,6987788,2,1,29 Jun. 2018,2018,7.3,73,,0,0
tv series,Nailed It!,6987788,2,2,29 Jun. 2018,2018,7.7,76,,0,0
tv series,Nailed It!,6987788,2,3,29 Jun. 2018,2018,7.2,68,,0,0
tv series,Nailed It!,6987788,2,4,29 Jun. 2018,2018,6.7,59,,0,0
tv series,Nailed It!,6987788,2,5,29 Jun. 2018,2018,7,57,,0,0
tv series,Nailed It!,6987788,2,6,29 Jun. 2018,2018,7.4,54,,0,0
tv series,Nailed It!,6987788,2,7,29 Jun. 2018,2018,6.2,75,,0,0
tv series,Nailed It!,6987788,3,1,17-May-19,2019,6.5,15,,0,0
tv series,Nailed It!,6987788,3,2,17-May-19,2019,6,16,,0,0
tv series,Nailed It!,6987788,3,3,17-May-19,2019,6.5,19,,0,0
tv series,Nailed It!,6987788,3,4,17-May-19,2019,6.6,17,,0,0
tv series,Nailed It!,6987788,3,5,17-May-19,2019,6.3,15,,0,0
tv series,Nailed It!,6987788,3,6,17-May-19,2019,5.5,13,,0,0
tv series,Nailed It!,6987788,4,1,1 Apr. 2020,2020,7.2,33,,0,0
tv series,Nailed It!,6987788,4,2,1 Apr. 2020,2020,7.1,27,,0,0
tv series,Nailed It!,6987788,4,3,1 Apr. 2020,2020,6.6,25,,0,0
tv series,Nailed It!,6987788,4,4,1 Apr. 2020,2020,7,26,,0,0
tv series,Nailed It!,6987788,4,5,1 Apr. 2020,2020,7,24,,0,0
tv series,Nailed It!,6987788,4,6,1 Apr. 2020,2020,7.3,31,,0,0
tv series,Nailed It!,6987788,4,7,1 Apr. 2020,2020,6.1,21,,0,0
tv series,Nailed It!,6987788,4,8,1 Apr. 2020,2020,6.6,23,,0,0
tv series,(Un)Well,12759384,1,1,12 Aug. 2020,2020,6.6,24,,0,0
tv series,(Un)Well,12759384,1,2,12 Aug. 2020,2020,5.3,17,,0,0
tv series,(Un)Well,12759384,1,3,12 Aug. 2020,2020,6.4,12,,0,0
tv series,(Un)Well,12759384,1,4,12 Aug. 2020,2020,6.3,11,,0,0
tv series,(Un)Well,12759384,1,5,12 Aug. 2020,2020,7.7,6,,0,0
tv series,(Un)Well,12759384,1,6,12 Aug. 2020,2020,6.5,6,,0,0
tv series,The Worst Witch,5721172,-1,-1,14 Mar. 2019,2019,8.2,,4,0,0
tv series,The Worst Witch,5721172,1,1,26 Jul. 2019,2019,7.4,69,58,0,0
tv series,The Worst Witch,5721172,1,2,11 Jan. 2017,2017,7.6,56,24,0,0
tv series,The Worst Witch,5721172,1,3,18 Jan. 2017,2017,7.9,48,28,0,0
tv series,The Worst Witch,5721172,1,4,25 Jan. 2017,2017,7.8,46,27,0,0
tv series,The Worst Witch,5721172,1,5,1 Feb. 2017,2017,8,44,28,0,0
tv series,The Worst Witch,5721172,1,6,8 Feb. 2017,2017,8.3,43,28,0,0
tv series,The Worst Witch,5721172,1,7,15 Feb. 2017,2017,8.3,42,28,0,0
tv series,The Worst Witch,5721172,1,8,22 Feb. 2017,2017,8.4,42,28,0,0
tv series,The Worst Witch,5721172,1,9,1 Mar. 2017,2017,8.4,39,28,0,0
tv series,The Worst Witch,5721172,1,10,8 Mar. 2017,2017,8.5,42,28,0,0
tv series,The Worst Witch,5721172,1,11,15 Mar. 2017,2017,8.6,42,28,0,0
tv series,The Worst Witch,5721172,1,12,22 Mar. 2017,2017,8.2,41,28,0,0
tv series,The Worst Witch,5721172,1,13,29 Mar. 2017,2017,8.4,40,28,0,0
tv series,The Worst Witch,5721172,2,1,8 Jan. 2018,2018,8.6,46,28,0,0
tv series,The Worst Witch,5721172,2,2,15 Jan. 2018,2018,8.7,41,28,0,0
tv series,The Worst Witch,5721172,2,3,22 Jan. 2018,2018,8.6,36,25,0,0
tv series,The Worst Witch,5721172,2,4,29 Jan. 2018,2018,8.6,35,28,0,0
tv series,The Worst Witch,5721172,2,5,5 Feb. 2018,2018,8.5,33,28,0,0
tv series,The Worst Witch,5721172,2,6,12 Feb. 2018,2018,8.5,33,28,0,0
tv series,The Worst Witch,5721172,2,7,19 Feb. 2018,2018,8.4,32,25,0,0
tv series,The Worst Witch,5721172,2,8,26 Feb. 2018,2018,8.5,31,25,0,0
tv series,The Worst Witch,5721172,2,9,5 Mar. 2018,2018,8.6,30,25,0,0
tv series,The Worst Witch,5721172,2,10,12 Mar. 2018,2018,8.5,31,25,0,0
tv series,The Worst Witch,5721172,2,11,19 Mar. 2018,2018,8.4,32,25,0,0
tv series,The Worst Witch,5721172,2,12,26 Mar. 2018,2018,8.7,29,25,0,0
tv series,The Worst Witch,5721172,2,13,28 Mar. 2018,2018,8.8,35,25,0,0
tv series,The Worst Witch,5721172,3,1,7 Jan. 2019,2019,8.5,26,28,0,0
tv series,The Worst Witch,5721172,3,2,7 Jan. 2019,2019,8.1,21,28,0,0
tv series,The Worst Witch,5721172,3,3,14 Jan. 2019,2019,8.8,20,28,0,0
tv series,The Worst Witch,5721172,3,4,21 Jan. 2019,2019,8.3,17,28,0,0
tv series,The Worst Witch,5721172,3,5,28 Jan. 2019,2019,8.3,18,28,0,0
tv series,The Worst Witch,5721172,3,6,4 Feb. 2019,2019,8.6,18,28,0,0
tv series,The Worst Witch,5721172,3,7,11 Feb. 2019,2019,8.3,23,28,0,0
tv series,The Worst Witch,5721172,3,8,18 Feb. 2019,2019,8.6,20,27,0,0
tv series,The Worst Witch,5721172,3,9,25 Feb. 2019,2019,8.3,19,28,0,0
tv series,The Worst Witch,5721172,3,10,4 Mar. 2019,2019,8.7,20,28,0,0
tv series,The Worst Witch,5721172,3,11,11 Mar. 2019,2019,8.6,18,28,0,0
tv series,The Worst Witch,5721172,3,12,18 Mar. 2019,2019,7.9,19,,0,0
tv series,The Worst Witch,5721172,3,13,18 Mar. 2019,2019,8.5,17,,0,0
tv series,The Worst Witch,5721172,4,1,27 Jan. 2020,2020,7.4,12,,0,0
tv series,The Worst Witch,5721172,4,2,27 Jan. 2020,2020,8.4,8,,0,0
tv series,The Worst Witch,5721172,4,3,3 Feb. 2020,2020,8,6,,0,0
tv series,The Worst Witch,5721172,4,4,10 Feb. 2020,2020,7.8,6,,0,0
tv series,The Worst Witch,5721172,4,5,17 Feb. 2020,2020,8.1,7,,0,0
tv series,The Worst Witch,5721172,4,6,24 Feb. 2020,2020,8.3,7,,0,0
tv series,The Worst Witch,5721172,4,7,2 Mar. 2020,2020,8.1,9,,0,0
tv series,The Worst Witch,5721172,4,8,9 Mar. 2020,2020,8.4,8,,0,0
tv series,The Worst Witch,5721172,4,9,16 Mar. 2020,2020,7.1,9,,0,0
tv series,The Worst Witch,5721172,4,10,23 Mar. 2020,2020,7.9,7,,0,0
tv series,The Worst Witch,5721172,4,11,30 Mar. 2020,2020,7.9,7,,0,0
tv series,The Worst Witch,5721172,4,12,6 Apr. 2020,2020,8.2,8,,0,0
tv series,The Worst Witch,5721172,4,13,13 Apr. 2020,2020,8,7,,0,0
tv series,Kingdom,6611916,1,1,25 Jan. 2019,2019,7.9,1373,56,0,1
tv series,Kingdom,6611916,1,2,25 Jan. 2019,2019,8.2,1184,54,0,1
tv series,Kingdom,6611916,1,3,25 Jan. 2019,2019,8.5,1158,55,0,1
tv series,Kingdom,6611916,1,4,25 Jan. 2019,2019,8.5,1092,46,0,1
tv series,Kingdom,6611916,1,5,25 Jan. 2019,2019,8.3,1053,52,0,1
tv series,Kingdom,6611916,1,6,25 Jan. 2019,2019,8.7,1214,43,0,1
tv series,Kingdom,6611916,2,1,13 Mar. 2020,2020,8.6,985,52,0,1
tv series,Kingdom,6611916,2,2,13 Mar. 2020,2020,8.9,939,39,0,1
tv series,Kingdom,6611916,2,3,13 Mar. 2020,2020,8.7,863,48,0,1
tv series,Kingdom,6611916,2,4,13 Mar. 2020,2020,8.4,799,42,0,1
tv series,Kingdom,6611916,2,5,13 Mar. 2020,2020,9.2,979,36,0,1
tv series,Kingdom,6611916,2,6,13 Mar. 2020,2020,8.9,1021,52,0,1
tv series,Car Masters: Rust to Riches,8893550,1,1,14 Sep. 2018,2018,8.5,91,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,2,14 Sep. 2018,2018,8.8,81,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,3,14 Sep. 2018,2018,8.8,82,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,4,14 Sep. 2018,2018,9,79,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,5,14 Sep. 2018,2018,9,79,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,6,14 Sep. 2018,2018,8.9,74,,0,0
tv series,Car Masters: Rust to Riches,8893550,1,7,14 Sep. 2018,2018,9.1,76,22,0,0
tv series,Car Masters: Rust to Riches,8893550,1,8,14 Sep. 2018,2018,9.3,78,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,1,27 Mar. 2020,2020,8.7,73,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,2,27 Mar. 2020,2020,8.3,71,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,3,27 Mar. 2020,2020,9,72,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,4,27 Mar. 2020,2020,8.9,66,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,5,27 Mar. 2020,2020,8.9,68,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,6,27 Mar. 2020,2020,8.9,61,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,7,27 Mar. 2020,2020,9,65,,0,0
tv series,Car Masters: Rust to Riches,8893550,2,8,27 Mar. 2020,2020,9.4,85,,0,0
tv series,Spirit Riding Free,6710836,1,1,5-May-17,2017,7.8,37,23,0,0
tv series,Spirit Riding Free,6710836,1,2,5-May-17,2017,7.1,29,23,0,0
tv series,Spirit Riding Free,6710836,1,3,5-May-17,2017,7.3,28,23,0,0
tv series,Spirit Riding Free,6710836,1,4,5-May-17,2017,7.3,23,23,0,0
tv series,Spirit Riding Free,6710836,1,5,5-May-17,2017,7.6,22,23,0,0
tv series,Spirit Riding Free,6710836,1,6,5-May-17,2017,7.4,23,23,0,0
tv series,Spirit Riding Free,6710836,2,1,8 Sep. 2017,2017,7.5,23,23,0,0
tv series,Spirit Riding Free,6710836,2,2,8 Sep. 2017,2017,7.5,20,23,0,0
tv series,Spirit Riding Free,6710836,2,3,8 Sep. 2017,2017,7.4,20,23,0,0
tv series,Spirit Riding Free,6710836,2,4,8 Sep. 2017,2017,7.5,19,23,0,0
tv series,Spirit Riding Free,6710836,2,5,8 Sep. 2017,2017,7.2,20,23,0,0
tv series,Spirit Riding Free,6710836,2,6,8 Sep. 2017,2017,7.9,20,23,0,0
tv series,Spirit Riding Free,6710836,2,7,8 Sep. 2017,2017,7.3,21,24,0,0
tv series,Spirit Riding Free,6710836,3,1,17 Nov. 2017,2017,7.2,23,23,0,0
tv series,Spirit Riding Free,6710836,3,2,17 Nov. 2017,2017,7.4,19,23,0,0
tv series,Spirit Riding Free,6710836,3,3,17 Nov. 2017,2017,7.4,18,23,0,0
tv series,Spirit Riding Free,6710836,3,4,17 Nov. 2017,2017,7.7,20,23,0,0
tv series,Spirit Riding Free,6710836,3,5,17 Nov. 2017,2017,7.6,19,23,0,0
tv series,Spirit Riding Free,6710836,3,6,17 Nov. 2017,2017,7.5,20,23,0,0
tv series,Spirit Riding Free,6710836,3,7,17 Nov. 2017,2017,7.8,22,23,0,0
tv series,Spirit Riding Free,6710836,4,1,16 Mar. 2018,2018,7.4,17,23,0,0
tv series,Spirit Riding Free,6710836,4,2,16 Mar. 2018,2018,7.4,17,23,0,0
tv series,Spirit Riding Free,6710836,4,3,16 Mar. 2018,2018,7.4,17,23,0,0
tv series,Spirit Riding Free,6710836,4,4,16 Mar. 2018,2018,7.5,17,23,0,0
tv series,Spirit Riding Free,6710836,4,5,16 Mar. 2018,2018,7.3,18,23,0,0
tv series,Spirit Riding Free,6710836,4,6,16 Mar. 2018,2018,7.2,17,23,0,0
tv series,Spirit Riding Free,6710836,5,1,11-May-18,2018,7.1,17,23,0,0
tv series,Spirit Riding Free,6710836,5,2,11-May-18,2018,7.4,17,23,0,0
tv series,Spirit Riding Free,6710836,5,3,11-May-18,2018,7.4,17,23,0,0
tv series,Spirit Riding Free,6710836,5,4,11-May-18,2018,7.6,17,23,0,0
tv series,Spirit Riding Free,6710836,5,5,11-May-18,2018,7.7,17,23,0,0
tv series,Spirit Riding Free,6710836,5,6,11-May-18,2018,7.5,17,23,0,0
tv series,Spirit Riding Free,6710836,5,7,11-May-18,2018,7.7,16,23,0,0
tv series,Spirit Riding Free,6710836,6,1,17 Aug. 2018,2018,7.1,15,23,0,0
tv series,Spirit Riding Free,6710836,6,2,17 Aug. 2018,2018,7.4,16,23,0,0
tv series,Spirit Riding Free,6710836,6,3,17 Aug. 2018,2018,7.1,15,23,0,0
tv series,Spirit Riding Free,6710836,6,4,17 Aug. 2018,2018,7.3,15,23,0,0
tv series,Spirit Riding Free,6710836,6,5,17 Aug. 2018,2018,7.3,15,23,0,0
tv series,Spirit Riding Free,6710836,6,6,17 Aug. 2018,2018,7.4,16,23,0,0
tv series,Spirit Riding Free,6710836,7,1,9 Nov. 2018,2018,7.2,14,23,0,0
tv series,Spirit Riding Free,6710836,7,2,9 Nov. 2018,2018,7,14,23,0,0
tv series,Spirit Riding Free,6710836,7,3,9 Nov. 2018,2018,7.1,14,23,0,0
tv series,Spirit Riding Free,6710836,7,4,9 Nov. 2018,2018,7.3,15,23,0,0
tv series,Spirit Riding Free,6710836,7,5,9 Nov. 2018,2018,7.1,15,23,0,0
tv series,Spirit Riding Free,6710836,7,6,9 Nov. 2018,2018,7,12,23,0,0
tv series,Spirit Riding Free,6710836,7,7,9 Nov. 2018,2018,7.2,11,23,0,0
tv series,Spirit Riding Free,6710836,8,1,5 Apr. 2019,2019,7.1,15,23,0,0
tv series,Spirit Riding Free,6710836,8,2,5 Apr. 2019,2019,7.2,13,23,0,0
tv series,Spirit Riding Free,6710836,8,3,5 Apr. 2019,2019,6.3,10,23,0,0
tv series,Spirit Riding Free,6710836,8,4,5 Apr. 2019,2019,6.7,12,23,0,0
tv series,Spirit Riding Free,6710836,8,5,5 Apr. 2019,2019,6.8,12,,0,0
tv series,Spirit Riding Free,6710836,8,6,5 Apr. 2019,2019,6.9,13,,0,0
tv series,Omniscient,11542920,1,1,29 Jan. 2020,2020,7.1,84,,0,1
tv series,Omniscient,11542920,1,2,29 Jan. 2020,2020,7.2,73,,0,1
tv series,Omniscient,11542920,1,3,29 Jan. 2020,2020,7.2,65,,0,1
tv series,Omniscient,11542920,1,4,29 Jan. 2020,2020,7.4,61,,0,1
tv series,Omniscient,11542920,1,5,29 Jan. 2020,2020,7.6,58,,0,1
tv series,Omniscient,11542920,1,6,29 Jan. 2020,2020,7.2,55,,0,1
tv series,Tuca & Bertie,8036272,1,1,3-May-19,2019,6.6,333,,1,0
tv series,Tuca & Bertie,8036272,1,2,3-May-19,2019,7.2,255,,1,0
tv series,Tuca & Bertie,8036272,1,3,3-May-19,2019,7.6,232,,1,0
tv series,Tuca & Bertie,8036272,1,4,3-May-19,2019,7.1,219,,1,0
tv series,Tuca & Bertie,8036272,1,5,3-May-19,2019,7.6,212,,1,0
tv series,Tuca & Bertie,8036272,1,6,3-May-19,2019,7.3,197,,1,0
tv series,Tuca & Bertie,8036272,1,7,3-May-19,2019,7.8,197,,1,0
tv series,Tuca & Bertie,8036272,1,8,3-May-19,2019,7.8,199,,1,0
tv series,Tuca & Bertie,8036272,1,9,3-May-19,2019,8.7,256,,1,0
tv series,Tuca & Bertie,8036272,1,10,3-May-19,2019,8.2,186,,1,0
tv series,Luna Nera,8403622,1,1,31 Jan. 2020,2020,4.8,144,,0,1
tv series,Luna Nera,8403622,1,2,31 Jan. 2020,2020,4.7,121,,0,1
tv series,Luna Nera,8403622,1,3,31 Jan. 2020,2020,4.6,106,,0,1
tv series,Luna Nera,8403622,1,4,31 Jan. 2020,2020,4.5,105,,0,1
tv series,Luna Nera,8403622,1,5,31 Jan. 2020,2020,4.4,101,,0,1
tv series,Luna Nera,8403622,1,6,31 Jan. 2020,2020,4.9,109,,0,1
tv series,Meteor Garden,8690890,1,1,9 Jul. 2018,2018,8.2,44,,0,1
tv series,Meteor Garden,8690890,1,2,9 Jul. 2018,2018,8.1,31,,0,1
tv series,Meteor Garden,8690890,1,3,9 Jul. 2018,2018,8.4,25,,0,1
tv series,Meteor Garden,8690890,1,4,9 Jul. 2018,2018,8.2,24,,0,1
tv series,Meteor Garden,8690890,1,5,9 Jul. 2018,2018,8.3,25,,0,1
tv series,Meteor Garden,8690890,1,6,9 Jul. 2018,2018,8.5,23,,0,1
tv series,Meteor Garden,8690890,1,7,9 Jul. 2018,2018,8.7,23,,0,1
tv series,Meteor Garden,8690890,1,8,9 Jul. 2018,2018,8.6,19,,0,1
tv series,Meteor Garden,8690890,1,9,9 Jul. 2018,2018,8.9,16,,0,1
tv series,Meteor Garden,8690890,1,10,9 Jul. 2018,2018,8.9,18,,0,1
tv series,Meteor Garden,8690890,1,11,16 Jul. 2018,2018,9.1,18,45,0,1
tv series,Meteor Garden,8690890,1,12,,,,,45,0,1
tv series,Meteor Garden,8690890,1,13,18 Jul. 2018,2018,9,15,,0,1
tv series,Meteor Garden,8690890,1,14,19 Jul. 2018,2018,8.8,13,,0,1
tv series,Meteor Garden,8690890,1,15,23 Jul. 2018,2018,8.3,14,,0,1
tv series,Meteor Garden,8690890,1,16,23 Jul. 2018,2018,9.1,14,,0,1
tv series,Meteor Garden,8690890,1,17,24 Jul. 2018,2018,8.8,14,,0,1
