"series_name","series_num","season","episode","rating","votes","runtime","is_comedy","is_drama","rating_miss"
"Ghost in the Shell SAC_2045",84,1,9,7.1,53,25,0,0,7.1
"Ghost in the Shell SAC_2045",84,1,10,7,51,25,0,0,7
"Ghost in the Shell SAC_2045",84,1,11,6.9,51,25,0,0,6.9
"Ghost in the Shell SAC_2045",84,1,12,7.6,57,25,0,0,7.6
"Giri/Haji",85,1,3,8.1,247,57,0,1,8.1
"Giri/Haji",85,1,5,8,216,59,0,1,8
"Giri/Haji",85,1,6,8,203,57,0,1,8
"Glitch",86,1,1,7.9,581,45,0,1,NA
"Glitch",86,1,2,7.8,463,45,0,1,NA
"Glitch",86,1,3,7.6,407,45,0,1,NA
"Glitch",86,1,4,8,399,45,0,1,NA
"Glitch",86,1,5,7.9,384,45,0,1,NA
"Glitch",86,1,6,8.2,398,60,0,1,NA
"Glitch",86,2,1,7.6,313,59,0,1,NA
"Glitch",86,2,2,7.6,271,55,0,1,NA
"Glitch",86,2,3,7.6,262,54,0,1,NA
"Glitch",86,2,4,7.6,256,56,0,1,NA
"Glitch",86,2,5,7.8,257,55,0,1,NA
"Glitch",86,2,6,8,287,54,0,1,NA
"GLOW",87,1,1,7.9,1420,37,1,1,NA
"GLOW",87,1,2,7.5,1215,32,1,1,NA
"GLOW",87,1,3,7.7,1120,31,1,1,NA
"GLOW",87,1,4,7.6,1082,32,1,1,NA
"GLOW",87,1,5,8.1,1050,35,1,1,NA
"GLOW",87,1,6,7.7,1006,29,1,1,NA
"GLOW",87,1,7,8.4,1059,36,1,1,NA
"GLOW",87,1,8,8,1012,32,1,1,NA
"GLOW",87,1,9,8.2,998,30,1,1,NA
"GLOW",87,1,10,8.8,1123,35,1,1,NA
"GLOW",87,2,1,8,883,33,1,1,8
"GLOW",87,2,2,7.7,807,31,1,1,7.7
"GLOW",87,2,3,7.8,788,26,1,1,7.8
"GLOW",87,2,4,8.6,910,31,1,1,8.6
"GLOW",87,2,5,8.2,794,31,1,1,8.2
"GLOW",87,2,6,8.7,841,31,1,1,8.7
"GLOW",87,2,7,8.7,890,31,1,1,8.7
"GLOW",87,2,8,8.5,1219,34,1,1,8.5
"GLOW",87,2,9,8.4,784,36,1,1,8.4
"GLOW",87,2,10,9.2,1013,46,1,1,9.2
"GLOW",87,3,1,7.6,702,34,1,1,7.6
"GLOW",87,3,2,7.8,669,32,1,1,7.8
"GLOW",87,3,3,7.8,662,36,1,1,7.8
"GLOW",87,3,4,7.8,669,34,1,1,7.8
"GLOW",87,3,5,8.7,732,34,1,1,8.7
"GLOW",87,3,6,8.1,703,42,1,1,8.1
"GLOW",87,3,7,8,612,36,1,1,8
"GLOW",87,3,8,7.5,582,28,1,1,7.5
"GLOW",87,3,9,8.1,645,38,1,1,8.1
"GLOW",87,3,10,8.4,620,41,1,1,8.4
"Glow Up: Britain's Next Make-Up Star",88,1,1,6.2,18,59,0,0,6.2
"Glow Up: Britain's Next Make-Up Star",88,1,2,5.4,16,59,0,0,5.4
"Grace and Frankie",89,1,1,7.8,981,35,1,0,NA
"Grace and Frankie",89,1,2,7.6,785,27,1,0,NA
"Grace and Frankie",89,1,3,7.8,725,29,1,0,NA
"Grace and Frankie",89,1,4,8.1,708,26,1,0,NA
"Grace and Frankie",89,1,5,8.2,701,25,1,0,NA
"Grace and Frankie",89,1,6,7.9,646,27,1,0,NA
"Grace and Frankie",89,1,7,8,639,32,1,0,NA
"Grace and Frankie",89,1,8,8.1,595,27,1,0,NA
"Grace and Frankie",89,1,9,8,565,33,1,0,NA
"Grace and Frankie",89,1,10,8,567,28,1,0,NA
"Grace and Frankie",89,1,11,8,569,27,1,0,NA
"Grace and Frankie",89,1,12,8.2,587,27,1,0,NA
"Grace and Frankie",89,1,13,8.4,622,30,1,0,NA
"Grace and Frankie",89,2,1,8.2,498,30,1,0,NA
"Grace and Frankie",89,2,2,8.1,472,28,1,0,NA
"Grace and Frankie",89,2,3,8.1,464,29,1,0,NA
"Grace and Frankie",89,2,4,8,440,27,1,0,NA
"Grace and Frankie",89,2,5,8.2,458,28,1,0,NA
"Grace and Frankie",89,2,6,8.1,446,32,1,0,NA
"Grace and Frankie",89,2,7,8.1,431,29,1,0,NA
"Grace and Frankie",89,2,8,8.1,437,33,1,0,NA
"Grace and Frankie",89,2,9,8.3,445,30,1,0,NA
"Grace and Frankie",89,2,10,8.2,432,30,1,0,NA
"Grace and Frankie",89,2,11,8.3,431,28,1,0,NA
"Grace and Frankie",89,2,12,8.7,530,31,1,0,NA
"Grace and Frankie",89,2,13,9.1,651,28,1,0,NA
"Grace and Frankie",89,3,1,8.3,427,28,1,0,NA
"Grace and Frankie",89,3,2,8.2,403,30,1,0,NA
"Grace and Frankie",89,3,3,8.5,393,29,1,0,NA
"Grace and Frankie",89,3,4,8.4,397,27,1,0,NA
"Grace and Frankie",89,3,5,8.2,390,30,1,0,NA
"Grace and Frankie",89,3,6,8.4,384,27,1,0,NA
"Grace and Frankie",89,3,7,8.3,390,26,1,0,NA
"Grace and Frankie",89,3,8,8.3,369,32,1,0,NA
"Grace and Frankie",89,3,9,8.3,351,26,1,0,NA
"Grace and Frankie",89,3,10,8,349,27,1,0,NA
"Grace and Frankie",89,3,11,8.2,358,26,1,0,NA
"Grace and Frankie",89,3,12,8.3,369,26,1,0,NA
"Green Eggs and Ham",90,1,1,7.9,119,28,1,0,7.9
"Green Eggs and Ham",90,1,2,8.1,91,28,1,0,8.1
"Green Eggs and Ham",90,1,3,8.4,85,27,1,0,8.4
"Green Eggs and Ham",90,1,4,8.2,79,28,1,0,8.2
"Green Eggs and Ham",90,1,5,8.6,75,27,1,0,8.6
"Green Eggs and Ham",90,1,6,8.5,71,28,1,0,8.5
"Green Eggs and Ham",90,1,7,8.4,77,27,1,0,8.4
"Green Eggs and Ham",90,1,8,8.5,69,28,1,0,8.5
"Green Eggs and Ham",90,1,9,8.6,72,28,1,0,8.6
"Green Eggs and Ham",90,1,10,8.8,79,28,1,0,8.8
"Green Eggs and Ham",90,1,11,8.3,66,27,1,0,8.3
"Green Eggs and Ham",90,1,12,8.3,69,28,1,0,8.3
"Green Eggs and Ham",90,1,13,8.7,72,27,1,0,8.7
"Greenhouse Academy",91,1,1,7.3,120,28,0,1,NA
"Greenhouse Academy",91,1,2,8.2,92,22,0,1,NA
"Greenhouse Academy",91,1,3,8.4,89,25,0,1,NA
"Greenhouse Academy",91,1,4,8.1,75,21,0,1,NA
"Greenhouse Academy",91,1,5,8.3,73,22,0,1,NA
"Greenhouse Academy",91,1,6,8.4,70,21,0,1,NA
"Greenhouse Academy",91,1,7,8.3,69,21,0,1,NA
"Greenhouse Academy",91,1,8,8.4,71,22,0,1,NA
"Greenhouse Academy",91,1,9,8.4,69,21,0,1,NA
"Greenhouse Academy",91,1,10,8.4,69,22,0,1,NA
"Greenhouse Academy",91,1,11,8.3,73,21,0,1,NA
"Greenhouse Academy",91,1,12,8.9,88,24,0,1,NA
"Greenhouse Academy",91,2,1,7.8,52,24,0,1,7.8
"Greenhouse Academy",91,2,2,8.1,48,25,0,1,8.1
"Greenhouse Academy",91,2,3,7.8,48,22,0,1,7.8
"Greenhouse Academy",91,2,4,8,45,21,0,1,8
"Greenhouse Academy",91,2,5,8.1,46,23,0,1,8.1
"Greenhouse Academy",91,2,6,8.2,46,24,0,1,8.2
"Greenhouse Academy",91,2,7,8.4,47,25,0,1,8.4
"Greenhouse Academy",91,2,8,8.4,43,21,0,1,8.4
"Greenhouse Academy",91,2,9,8.4,46,22,0,1,8.4
"Greenhouse Academy",91,2,10,8,46,23,0,1,8
"Greenhouse Academy",91,2,11,8.3,54,22,0,1,8.3
"Greenhouse Academy",91,2,12,8.8,65,24,0,1,8.8
"Greenhouse Academy",91,3,1,6.9,35,26,0,1,6.9
"Greenhouse Academy",91,3,2,7.1,28,25,0,1,7.1
"Greenhouse Academy",91,3,3,7.2,29,23,0,1,7.2
"Greenhouse Academy",91,3,4,7.5,27,21,0,1,7.5
"Greenhouse Academy",91,3,5,6.9,26,23,0,1,6.9
"Greenhouse Academy",91,3,6,7.3,26,24,0,1,7.3
"Greenhouse Academy",91,3,7,7.3,26,25,0,1,7.3
"Greenhouse Academy",91,3,8,7.7,30,21,0,1,7.7
"Greenhouse Academy",91,4,1,7.6,22,21,0,1,7.6
"Greenhouse Academy",91,4,2,7.3,20,20,0,1,7.3
"Greenhouse Academy",91,4,3,7,17,23,0,1,7
"Greenhouse Academy",91,4,4,7,18,23,0,1,7
"Greenhouse Academy",91,4,5,6.4,18,24,0,1,6.4
"Greenhouse Academy",91,4,6,7,18,23,0,1,7
"Greenhouse Academy",91,4,7,7.1,18,23,0,1,7.1
"Greenhouse Academy",91,4,8,7.8,25,23,0,1,7.8
"Haunted",92,1,1,6.3,249,25,0,0,6.3
"Haunted",92,1,2,5.1,226,31,0,0,5.1
"Haunted",92,1,3,5.3,142,25,0,0,5.3
"Haunted",92,1,4,5.7,123,23,0,0,5.7
"Haunted",92,1,5,5.3,123,20,0,0,5.3
"Haunted",92,1,6,5.5,131,23,0,0,5.5
"Hemlock Grove",93,1,3,7.3,606,52,0,1,NA
"Hemlock Grove",93,1,4,7.3,545,54,0,1,NA
"Hemlock Grove",93,1,5,7.6,507,52,0,1,NA
"Hemlock Grove",93,1,6,7.3,485,51,0,1,NA
"Hemlock Grove",93,1,7,7.3,470,54,0,1,NA
"Hemlock Grove",93,1,8,7.2,483,48,0,1,NA
"Hemlock Grove",93,1,9,7.2,454,55,0,1,NA
"Hemlock Grove",93,1,10,7.7,468,51,0,1,NA
"Hemlock Grove",93,1,11,7.5,448,59,0,1,NA
"Hemlock Grove",93,1,12,8,474,46,0,1,NA
"Hemlock Grove",93,1,13,7.8,519,58,0,1,NA
"Hemlock Grove",93,2,1,7.6,390,43,0,1,NA
"Hemlock Grove",93,2,2,7.3,296,43,0,1,NA
"Hemlock Grove",93,2,3,7.4,308,43,0,1,NA
"Hemlock Grove",93,2,4,7.6,293,43,0,1,NA
"Hemlock Grove",93,2,5,7.7,293,43,0,1,NA
"Hemlock Grove",93,2,6,7.6,299,43,0,1,NA
"Hemlock Grove",93,2,7,7.8,292,43,0,1,NA
"Hemlock Grove",93,2,8,7.8,298,43,0,1,NA
"Hemlock Grove",93,2,9,8,314,43,0,1,NA
"Hemlock Grove",93,2,10,7.6,351,43,0,1,NA
"High Seas",94,1,1,7.3,261,49,0,1,7.3
"High Seas",94,1,2,7.4,210,44,0,1,7.4
"High Seas",94,1,3,7.9,195,41,0,1,7.9
"High Seas",94,1,4,7.7,182,38,0,1,7.7
"High Seas",94,1,5,7.6,168,37,0,1,7.6
"High Seas",94,1,6,7.7,156,43,0,1,7.7
"High Seas",94,1,7,7.7,161,45,0,1,7.7
"High Seas",94,1,8,7.5,170,39,0,1,7.5
"Hip-Hop Evolution",95,1,1,8.2,192,47,0,0,NA
"Hip-Hop Evolution",95,1,2,8.5,158,47,0,0,NA
"Hip-Hop Evolution",95,1,3,8.4,145,47,0,0,NA
"Hip-Hop Evolution",95,1,4,8.7,153,47,0,0,NA
"History 101",96,1,1,7,325,21,0,0,7
"History 101",96,1,2,7.1,237,22,0,0,7.1
"History 101",96,1,3,7.5,227,22,0,0,7.5
"History 101",96,1,4,7.3,185,21,0,0,7.3
"Home Game",97,1,2,6.8,73,25,0,0,6.8
"Home: Adventures with Tip & Oh",98,1,1,4.9,20,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,2,4.9,18,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,3,4.1,7,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,4,5,10,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,6,4.5,6,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,7,4.8,6,23,1,0,NA
"Home: Adventures with Tip & Oh",98,1,10,5.8,10,23,1,0,NA
"Home: Adventures with Tip & Oh",98,2,1,4.6,7,23,1,0,NA
"Home: Adventures with Tip & Oh",98,2,4,2.8,6,23,1,0,NA
"Home: Adventures with Tip & Oh",98,2,13,5.2,6,23,1,0,NA
"Home: Adventures with Tip & Oh",98,3,4,6.6,12,23,1,0,NA
"Home: Adventures with Tip & Oh",98,4,5,1.8,6,23,1,0,1.8
"Home: Adventures with Tip & Oh",98,4,13,3.5,6,23,1,0,3.5
"Hospital Playlist",99,1,1,7.6,29,83,1,1,7.6
"Hospital Playlist",99,1,2,8.1,23,82,1,1,8.1
"Hospital Playlist",99,1,3,8.7,20,88,1,1,8.7
"Hospital Playlist",99,1,4,8.4,19,80,1,1,8.4
"Hospital Playlist",99,1,5,8.6,16,73,1,1,8.6
"Hospital Playlist",99,1,6,8.9,18,82,1,1,8.9
"Hospital Playlist",99,1,7,8.6,17,84,1,1,8.6
"Hospital Playlist",99,1,8,8.9,17,88,1,1,8.9
"Hospital Playlist",99,1,9,8.6,14,76,1,1,8.6
"Hospital Playlist",99,1,10,8.7,15,92,1,1,8.7
"Hospital Playlist",99,1,11,9.1,18,88,1,1,9.1
"Hospital Playlist",99,1,12,9.4,21,113,1,1,9.4
"House of Cards",100,1,1,8.6,7121,55,0,1,NA
"House of Cards",100,1,2,8.6,5695,47,0,1,NA
"House of Cards",100,1,3,8.3,5071,52,0,1,NA
"House of Cards",100,1,4,8.2,4766,49,0,1,NA
"House of Cards",100,1,5,8.5,4657,52,0,1,NA
"House of Cards",100,1,6,8.6,4640,51,0,1,NA
"House of Cards",100,1,7,8.2,4376,55,0,1,NA
"House of Cards",100,1,8,7.8,4570,48,0,1,NA
"House of Cards",100,1,9,8.5,4285,49,0,1,NA
"House of Cards",100,1,10,8.8,4328,53,0,1,NA
"House of Cards",100,1,11,9.1,4731,55,0,1,NA
"House of Cards",100,1,12,8.6,4178,54,0,1,NA
"House of Cards",100,1,13,8.9,4555,51,0,1,NA
"House of Cards",100,2,1,9.6,8212,50,0,1,NA
"House of Cards",100,2,2,8.4,4064,49,0,1,NA
"House of Cards",100,2,3,8.5,3913,51,0,1,NA
"House of Cards",100,2,4,9.1,4392,48,0,1,NA
"House of Cards",100,2,5,8.4,3721,50,0,1,NA
"House of Cards",100,2,6,8.4,3616,52,0,1,NA
"House of Cards",100,2,7,8.4,3607,48,0,1,NA
"House of Cards",100,2,8,8.6,3601,48,0,1,NA
"House of Cards",100,2,9,8.9,3852,49,0,1,NA
"House of Cards",100,2,10,8.4,3538,52,0,1,NA
"House of Cards",100,2,11,8.7,3845,54,0,1,NA
"House of Cards",100,2,12,8.9,3690,48,0,1,NA
"House of Cards",100,2,13,9.6,6166,60,0,1,NA
"House of Cards",100,3,1,8.1,4091,59,0,1,NA
"House of Cards",100,3,2,8.5,3676,55,0,1,NA
"House of Cards",100,3,3,8.6,3902,53,0,1,NA
"House of Cards",100,3,4,8.3,3466,47,0,1,NA
"House of Cards",100,3,5,8.2,3345,52,0,1,NA
"House of Cards",100,3,6,9.1,4723,54,0,1,NA
"House of Cards",100,3,7,8.2,3398,53,0,1,NA
"House of Cards",100,3,8,8.3,3242,44,0,1,NA
"House of Cards",100,3,9,8.4,3231,52,0,1,NA
"House of Cards",100,3,10,8.2,3199,57,0,1,NA
"House of Cards",100,3,11,9.1,3725,53,0,1,NA
"House of Cards",100,3,12,8.8,3365,49,0,1,NA
"House of Cards",100,3,13,9,4264,58,0,1,NA
"House of Cards",100,4,1,8,3606,49,0,1,NA
"House of Cards",100,4,2,8.2,3223,42,0,1,NA
"House of Cards",100,4,3,8.9,3368,54,0,1,NA
"House of Cards",100,4,4,9.4,4057,43,0,1,NA
"House of Cards",100,4,5,8.5,3037,47,0,1,NA
"House of Cards",100,4,6,8.6,3134,47,0,1,NA
"House of Cards",100,4,7,8.5,2978,52,0,1,NA
"House of Cards",100,4,8,8.2,2861,47,0,1,NA
"House of Cards",100,4,9,8.8,3014,46,0,1,NA
"House of Cards",100,4,10,9.3,3893,57,0,1,NA
"House of Cards",100,4,11,8.4,2907,52,0,1,NA
"House of Cards",100,4,12,8.8,3032,46,0,1,NA
"House of Cards",100,4,13,9.5,5679,55,0,1,NA
"House of Cards",100,5,1,8.3,3163,55,0,1,NA
"House of Cards",100,5,2,8.1,2675,52,0,1,NA
"House of Cards",100,5,3,8.1,2572,52,0,1,NA
"House of Cards",100,5,4,8.7,2657,45,0,1,NA
"House of Cards",100,5,5,8,2459,51,0,1,NA
"House of Cards",100,5,6,7.9,2374,55,0,1,NA
"House of Cards",100,5,7,8.4,2390,48,0,1,NA
"House of Cards",100,5,8,8.1,2341,45,0,1,NA
"House of Cards",100,5,9,8,2319,54,0,1,NA
"House of Cards",100,5,10,8.4,2308,56,0,1,NA
"House of Cards",100,5,11,8.4,2313,51,0,1,NA
"House of Cards",100,5,12,9.1,3043,54,0,1,NA
"House of Cards",100,5,13,8.5,3041,56,0,1,NA
"House of Cards",100,6,1,4.2,5469,53,0,1,4.2
"House of Cards",100,6,2,4.2,4445,53,0,1,4.2
"House of Cards",100,6,3,4.2,4151,53,0,1,4.2
"House of Cards",100,6,4,4.3,3994,53,0,1,4.3
"House of Cards",100,6,5,4.5,4069,59,0,1,4.5
"House of Cards",100,6,6,4.2,3931,57,0,1,4.2
"House of Cards",100,6,7,3.9,3947,57,0,1,3.9
"House of Cards",100,6,8,2.5,6482,55,0,1,2.5
"How to Sell Drugs Online (Fast)",101,1,1,7.8,687,32,1,1,7.8
"How to Sell Drugs Online (Fast)",101,1,2,7.9,622,29,1,1,7.9
"How to Sell Drugs Online (Fast)",101,1,3,7.9,590,28,1,1,7.9
"How to Sell Drugs Online (Fast)",101,1,4,8,572,28,1,1,8
"How to Sell Drugs Online (Fast)",101,1,5,8,564,24,1,1,8
"How to Sell Drugs Online (Fast)",101,1,6,8.5,644,28,1,1,8.5
"How to Sell Drugs Online (Fast)",101,2,1,8.4,331,35,1,1,8.4
"How to Sell Drugs Online (Fast)",101,2,2,8,293,34,1,1,8
"How to Sell Drugs Online (Fast)",101,2,3,8.3,281,34,1,1,8.3
"How to Sell Drugs Online (Fast)",101,2,4,8.4,273,32,1,1,8.4
"How to Sell Drugs Online (Fast)",101,2,5,8.3,272,34,1,1,8.3
"How to Sell Drugs Online (Fast)",101,2,6,8.6,309,29,1,1,8.6
"I Am a Killer",102,1,4,7.6,173,59,0,0,7.6
"I Am a Killer",102,1,6,7.1,125,52,0,0,7.1
"I Am Not Okay with This",103,1,2,7.6,1325,20,1,0,7.6
"I Am Not Okay with This",103,1,3,7.5,1257,28,1,0,7.5
"I Am Not Okay with This",103,1,4,7.7,1200,23,1,0,7.7
"I Am Not Okay with This",103,1,5,8,1218,23,1,0,8
"I Am Not Okay with This",103,1,6,7.8,1164,19,1,0,7.8
"I Am Not Okay with This",103,1,7,8.6,1479,24,1,0,8.6
"If I Hadn't Met You",104,1,1,7.7,53,52,0,1,7.7
"If I Hadn't Met You",104,1,2,8,45,52,0,1,8
"If I Hadn't Met You",104,1,3,8.2,40,52,0,1,8.2
"If I Hadn't Met You",104,1,4,8.5,31,52,0,1,8.5
"If I Hadn't Met You",104,1,5,8.7,35,52,0,1,8.7
"If I Hadn't Met You",104,1,6,7.8,34,52,0,1,7.8
"If I Hadn't Met You",104,1,7,8.8,35,52,0,1,8.8
"If I Hadn't Met You",104,1,8,7.9,33,52,0,1,7.9
"If I Hadn't Met You",104,1,9,8.6,33,52,0,1,8.6
"If I Hadn't Met You",104,1,10,8.9,41,52,0,1,8.9
"Inspector Gadget",105,1,1,6.6,17,23,1,0,NA
"Inspector Gadget",105,1,2,6.9,10,23,1,0,NA
"Inspector Gadget",105,1,3,6,8,22,1,0,NA
"Inspector Gadget",105,1,4,6.1,7,22,1,0,NA
"Inspector Gadget",105,1,5,5.9,8,23,1,0,NA
"Inspector Gadget",105,1,6,5.4,8,23,1,0,NA
"Inspector Gadget",105,1,7,5.3,9,23,1,0,NA
"Inspector Gadget",105,1,8,6.5,8,23,1,0,NA
"Inspector Gadget",105,1,9,6.4,7,23,1,0,NA
"Inspector Gadget",105,1,10,7.1,7,23,1,0,NA
"Inspector Gadget",105,1,12,7.2,6,23,1,0,NA
"Inspector Gadget",105,1,18,6.2,6,23,1,0,NA
"Inspector Gadget",105,1,19,6.7,6,23,1,0,NA
"Inspector Gadget",105,1,20,4.8,6,23,1,0,NA
"Inspector Gadget",105,1,25,6.8,6,23,1,0,NA
"Inspector Gadget",105,1,26,7.9,7,23,1,0,NA
"Inspector Gadget",105,2,1,7.4,8,23,1,0,NA
"Inspector Gadget",105,2,3,7,6,23,1,0,NA
"Instant Hotel",106,2,1,7.1,24,57,0,0,7.1
"Instant Hotel",106,2,2,7.5,22,52,0,0,7.5
"Interior Design Masters",107,1,1,7.2,31,58,0,0,7.2
"Into the Night",108,1,1,7.5,773,40,0,1,7.5
"Into the Night",108,1,2,7.3,678,38,0,1,7.3
"Into the Night",108,1,3,7.2,628,35,0,1,7.2
"Into the Night",108,1,4,7.6,670,37,0,1,7.6
"Into the Night",108,1,5,7.4,588,37,0,1,7.4
"Into the Night",108,1,6,7.7,646,37,0,1,7.7
"Iron Fist",109,1,1,7.4,3842,57,0,0,NA
"Iron Fist",109,1,2,7.6,3344,61,0,0,NA
"Iron Fist",109,1,3,7.6,3081,59,0,0,NA
"Iron Fist",109,1,4,7.9,2995,54,0,0,NA
"Iron Fist",109,1,5,7.7,2853,56,0,0,NA
"Iron Fist",109,1,6,8,2953,53,0,0,NA
"Iron Fist",109,1,7,7.8,2736,58,0,0,NA
"Iron Fist",109,1,8,7.4,2722,55,0,0,NA
"Iron Fist",109,1,9,7.5,2608,54,0,0,NA
"Iron Fist",109,1,10,7.8,2616,56,0,0,NA
"Iron Fist",109,1,11,7.3,2521,52,0,0,NA
"Iron Fist",109,1,12,8,2701,50,0,0,NA
"Iron Fist",109,1,13,7.6,2731,53,0,0,NA
"It's Okay to Not Be Okay",110,1,1,9,317,75,1,1,9
"It's Okay to Not Be Okay",110,1,2,8.9,295,73,1,1,8.9
"It's Okay to Not Be Okay",110,1,3,8.9,284,76,1,1,8.9
"It's Okay to Not Be Okay",110,1,4,9.1,281,70,1,1,9.1
"It's Okay to Not Be Okay",110,1,5,9,262,73,1,1,9
"It's Okay to Not Be Okay",110,1,6,9.1,260,71,1,1,9.1
"It's Okay to Not Be Okay",110,1,7,9.1,252,72,1,1,9.1
"It's Okay to Not Be Okay",110,1,8,9,253,77,1,1,9
"It's Okay to Not Be Okay",110,1,9,9.2,245,74,1,1,9.2
"It's Okay to Not Be Okay",110,1,10,9.2,240,82,1,1,9.2
"It's Okay to Not Be Okay",110,1,11,9.5,229,85,1,1,9.5
"It's Okay to Not Be Okay",110,1,12,9.3,212,74,1,1,9.3
"It's Okay to Not Be Okay",110,1,13,9,174,82,1,1,9
"It's Okay to Not Be Okay",110,1,14,9.2,169,78,1,1,9.2
"It's Okay to Not Be Okay",110,1,15,9.2,116,78,1,1,9.2
"It's Okay to Not Be Okay",110,1,16,9.6,117,81,1,1,9.6
"Jack Whitehall: Travels with My Father",111,2,1,7.8,91,30,1,0,7.8
"Jack Whitehall: Travels with My Father",111,2,2,7.7,81,30,1,0,7.7
"Jack Whitehall: Travels with My Father",111,2,3,7.4,82,30,1,0,7.4
"Jack Whitehall: Travels with My Father",111,2,4,7.5,78,30,1,0,7.5
"Jack Whitehall: Travels with My Father",111,2,5,7.8,75,30,1,0,7.8
"Jack Whitehall: Travels with My Father",111,3,1,7.3,96,50,1,0,7.3
"Jack Whitehall: Travels with My Father",111,3,2,7.9,86,60,1,0,7.9
"Jamtara: Sabka Number Ayega",112,1,1,7.5,105,34,0,0,7.5
"Jamtara: Sabka Number Ayega",112,1,2,7.3,79,27,0,0,7.3
"Jamtara: Sabka Number Ayega",112,1,3,7.2,73,23,0,0,7.2
"Jamtara: Sabka Number Ayega",112,1,4,7.4,72,23,0,0,7.4
"Jamtara: Sabka Number Ayega",112,1,5,7.2,73,27,0,0,7.2
"Jamtara: Sabka Number Ayega",112,1,6,7.1,73,25,0,0,7.1
"Jamtara: Sabka Number Ayega",112,1,7,7.2,72,30,0,0,7.2
"Jamtara: Sabka Number Ayega",112,1,8,7.2,73,25,0,0,7.2
"Jamtara: Sabka Number Ayega",112,1,9,6.9,73,23,0,0,6.9
"Jessica Jones",113,1,1,8,6038,52,0,1,NA
"Jessica Jones",113,1,2,8.1,4985,52,0,1,NA
"Jessica Jones",113,1,3,8.2,4721,54,0,1,NA
"Jessica Jones",113,1,4,8.1,4542,49,0,1,NA
"Jessica Jones",113,1,5,8.5,4511,50,0,1,NA
"Jessica Jones",113,1,6,8.2,4361,54,0,1,NA
"Jessica Jones",113,1,7,8.6,4400,55,0,1,NA
"Jessica Jones",113,1,8,9,4736,50,0,1,NA
"Jessica Jones",113,1,9,9.1,4956,55,0,1,NA
"Jessica Jones",113,1,10,8.8,4559,46,0,1,NA
"Jessica Jones",113,1,11,8.1,4149,50,0,1,NA
"Jessica Jones",113,1,12,8.5,4164,54,0,1,NA
"Jessica Jones",113,1,13,8.7,4621,52,0,1,NA
"Jessica Jones",113,2,1,7.6,2770,54,0,1,7.6
"Jessica Jones",113,2,2,7.5,2476,56,0,1,7.5
"Jessica Jones",113,2,3,7.7,2370,55,0,1,7.7
"Jessica Jones",113,2,4,7.8,2310,50,0,1,7.8
"Jessica Jones",113,2,5,7.9,2290,53,0,1,7.9
"Jessica Jones",113,2,6,7.7,2273,49,0,1,7.7
"Jessica Jones",113,2,7,8.4,2471,54,0,1,8.4
"Jessica Jones",113,2,8,7.7,2188,50,0,1,7.7
"Jessica Jones",113,2,9,7.8,2168,50,0,1,7.8
"Jessica Jones",113,2,10,7.6,2155,55,0,1,7.6
"Jessica Jones",113,2,11,8.4,2356,49,0,1,8.4
"Jessica Jones",113,2,12,7.9,2144,47,0,1,7.9
"Jessica Jones",113,2,13,8,2314,53,0,1,8
"Jessica Jones",113,3,1,7.5,1577,51,0,1,7.5
"Jessica Jones",113,3,2,7.3,1549,55,0,1,7.3
"Jessica Jones",113,3,3,7.4,1398,56,0,1,7.4
"Jessica Jones",113,3,4,7.7,1358,45,0,1,7.7
"Jessica Jones",113,3,5,7.9,1331,53,0,1,7.9
"Jessica Jones",113,3,6,7.8,1286,53,0,1,7.8
"Jessica Jones",113,3,7,8.2,1305,50,0,1,8.2
"Jessica Jones",113,3,8,8.5,1352,44,0,1,8.5
"Jessica Jones",113,3,9,7.8,1253,51,0,1,7.8
"Jessica Jones",113,3,10,7.7,1212,50,0,1,7.7
"Jessica Jones",113,3,11,7.7,1281,48,0,1,7.7
"Jessica Jones",113,3,12,8.5,1292,49,0,1,8.5
"Jessica Jones",113,3,13,8.2,1453,51,0,1,8.2
"Jinn",114,1,1,3.9,727,46,0,1,3.9
"Jinn",114,1,2,3.7,642,31,0,1,3.7
"Jinn",114,1,3,3.6,597,28,0,1,3.6
"Jinn",114,1,4,3.6,600,24,0,1,3.6
"Jinn",114,1,5,3.4,610,30,0,1,3.4
"Kakegurui",115,1,1,7.7,98,24,0,1,NA
"Kakegurui",115,1,2,7.9,82,24,0,1,NA
"Kakegurui",115,1,3,8,82,24,0,1,NA
"Kakegurui",115,1,4,7.8,74,24,0,1,NA
"Kakegurui",115,1,5,8,74,24,0,1,NA
"Kakegurui",115,1,6,7.7,71,24,0,1,NA
"Kakegurui",115,1,7,7.7,70,24,0,1,NA
"Kakegurui",115,1,8,7.4,68,24,0,1,NA
"Kakegurui",115,1,9,7.3,66,24,0,1,NA
"Kakegurui",115,1,10,7.7,66,24,0,1,NA
"Kakegurui",115,1,11,8.2,71,24,0,1,NA
"Kakegurui",115,1,12,8,68,24,0,1,NA
"Kakegurui",115,2,1,7.6,55,24,0,1,7.6
"Kakegurui",115,2,2,8,50,24,0,1,8
