"series_name","series_num","season","episode","rating","votes","runtime","is_comedy","is_drama","rating_miss"
"Pokémon",168,3,13,7.3,134,22,1,0,NA
"Pokémon",168,3,14,6.7,127,22,1,0,NA
"Pokémon",168,3,15,7.6,133,22,1,0,NA
"Pokémon",168,3,16,6.7,127,22,1,0,NA
"Pokémon",168,3,17,6.7,125,22,1,0,NA
"Pokémon",168,3,18,7.8,150,22,1,0,NA
"Pokémon",168,3,19,6.2,127,22,1,0,NA
"Pokémon",168,3,20,7,126,22,1,0,NA
"Pokémon",168,3,21,6.7,126,22,1,0,NA
"Pokémon",168,3,22,6.7,124,22,1,0,NA
"Pokémon",168,3,23,6.8,121,22,1,0,NA
"Pokémon",168,3,24,7.4,120,22,1,0,NA
"Pokémon",168,3,25,7.4,127,22,1,0,NA
"Pokémon",168,3,26,6.9,121,22,1,0,NA
"Pokémon",168,3,27,6.8,120,22,1,0,NA
"Pokémon",168,3,28,7.5,121,22,1,0,NA
"Pokémon",168,3,29,6.4,125,22,1,0,NA
"Pokémon",168,3,30,7.3,122,22,1,0,NA
"Pokémon",168,3,31,7.2,124,22,1,0,NA
"Pokémon",168,3,32,6.3,118,22,1,0,NA
"Pokémon",168,3,33,6.5,117,22,1,0,NA
"Pokémon",168,3,34,7,114,22,1,0,NA
"Pokémon",168,3,35,7.6,124,22,1,0,NA
"Pokémon",168,3,36,7,119,22,1,0,NA
"Pokémon",168,3,37,6.6,123,22,1,0,NA
"Pokémon",168,3,38,7.2,117,22,1,0,NA
"Pokémon",168,3,39,7.1,118,22,1,0,NA
"Pokémon",168,3,40,6.8,114,22,1,0,NA
"Pokémon",168,3,41,7.1,115,22,1,0,NA
"Pokémon",168,4,1,7.2,112,22,1,0,NA
"Pokémon",168,4,2,7.2,109,22,1,0,NA
"Pokémon",168,4,3,6.7,104,22,1,0,NA
"Pokémon",168,4,4,6.9,103,22,1,0,NA
"Pokémon",168,4,5,7,103,22,1,0,NA
"Pokémon",168,4,6,6.8,104,22,1,0,NA
"Pokémon",168,4,7,6.6,104,22,1,0,NA
"Pokémon",168,4,8,6.7,105,22,1,0,NA
"Pokémon",168,4,9,6.7,102,22,1,0,NA
"Pokémon",168,4,10,6.9,106,22,1,0,NA
"Pokémon",168,4,11,6.8,104,22,1,0,NA
"Pokémon",168,4,12,6.5,106,22,1,0,NA
"Pokémon",168,4,13,6.8,102,22,1,0,NA
"Pokémon",168,4,14,7.1,104,22,1,0,NA
"Pokémon",168,4,15,6.5,103,22,1,0,NA
"Pokémon",168,4,16,6.8,104,22,1,0,NA
"Pokémon",168,4,17,7,101,22,1,0,NA
"Pokémon",168,4,18,6.7,99,22,1,0,NA
"Pokémon",168,4,19,6.7,102,22,1,0,NA
"Pokémon",168,4,20,6.3,102,22,1,0,NA
"Pokémon",168,4,21,6.9,102,22,1,0,NA
"Pokémon",168,4,22,6.9,106,22,1,0,NA
"Pokémon",168,4,23,6.9,105,22,1,0,NA
"Pokémon",168,4,24,7.2,100,22,1,0,NA
"Pokémon",168,4,25,7.6,98,22,1,0,NA
"Pokémon",168,4,26,7.1,98,22,1,0,NA
"Pokémon",168,4,27,6.7,94,22,1,0,NA
"Pokémon",168,4,28,7.1,93,22,1,0,NA
"Pokémon",168,4,29,7.1,95,22,1,0,NA
"Pokémon",168,4,30,7,93,22,1,0,NA
"Pokémon",168,4,31,6.9,93,22,1,0,NA
"Pokémon",168,4,32,7.4,96,22,1,0,NA
"Pokémon",168,4,33,6.9,92,22,1,0,NA
"Pokémon",168,4,34,6.3,95,22,1,0,NA
"Pokémon",168,4,35,7,95,22,1,0,NA
"Pokémon",168,4,37,7.3,93,22,1,0,NA
"Pokémon",168,4,38,7.1,95,22,1,0,NA
"Pokémon",168,4,39,7.1,92,22,1,0,NA
"Pokémon",168,4,40,6.6,90,22,1,0,NA
"Pokémon",168,4,41,7.3,94,22,1,0,NA
"Pokémon",168,4,42,7.2,93,22,1,0,NA
"Pokémon",168,4,43,6.8,92,22,1,0,NA
"Pokémon",168,4,44,6.6,89,22,1,0,NA
"Pokémon",168,4,45,6.6,90,22,1,0,NA
"Pokémon",168,4,46,6.7,89,22,1,0,NA
"Pokémon",168,4,47,6.8,92,22,1,0,NA
"Pokémon",168,4,48,6.7,92,22,1,0,NA
"Pokémon",168,4,49,6.8,89,22,1,0,NA
"Pokémon",168,4,50,6.6,90,22,1,0,NA
"Pokémon",168,4,51,7,89,22,1,0,NA
"Pokémon",168,4,52,7.3,92,22,1,0,NA
"Pokémon",168,5,1,7,85,22,1,0,NA
"Pokémon",168,5,2,7,87,22,1,0,NA
"Pokémon",168,5,3,6.7,82,22,1,0,NA
"Pokémon",168,5,4,6.6,85,22,1,0,NA
"Pokémon",168,5,5,6.5,83,22,1,0,NA
"Pokémon",168,5,6,6.6,83,22,1,0,NA
"Pokémon",168,5,7,7.1,85,22,1,0,NA
"Pokémon",168,5,8,7.3,82,22,1,0,NA
"Pokémon",168,5,9,6.5,81,22,1,0,NA
"Pokémon",168,5,10,6.5,83,22,1,0,NA
"Pokémon",168,5,11,7.2,86,22,1,0,NA
"Pokémon",168,5,12,7.2,84,22,1,0,NA
"Pokémon",168,5,13,7.3,82,22,1,0,NA
"Pokémon",168,5,14,6.6,83,22,1,0,NA
"Pokémon",168,5,15,7.4,80,22,1,0,NA
"Pokémon",168,5,16,7.5,85,22,1,0,NA
"Pokémon",168,5,17,6.8,79,22,1,0,NA
"Pokémon",168,5,18,7.4,78,22,1,0,NA
"Pokémon",168,5,19,7.2,79,22,1,0,NA
"Pokémon",168,5,20,7.1,78,22,1,0,NA
"Pokémon",168,5,21,7.3,79,22,1,0,NA
"Pokémon",168,5,22,7,80,22,1,0,NA
"Pokémon",168,5,23,7.1,83,22,1,0,NA
"Pokémon",168,5,24,6.7,79,22,1,0,NA
"Pokémon",168,5,25,6.5,78,22,1,0,NA
"Pokémon",168,5,26,6.9,76,22,1,0,NA
"Pokémon",168,5,27,7.3,79,22,1,0,NA
"Pokémon",168,5,28,7,80,22,1,0,NA
"Pokémon",168,5,29,7.1,79,22,1,0,NA
"Pokémon",168,5,30,6.3,77,22,1,0,NA
"Pokémon",168,5,31,6.6,77,22,1,0,NA
"Pokémon",168,5,32,6.6,77,22,1,0,NA
"Pokémon",168,5,33,6.6,83,22,1,0,NA
"Pokémon",168,5,34,6.2,82,22,1,0,NA
"Pokémon",168,5,35,6.3,76,22,1,0,NA
"Pokémon",168,5,36,6.2,78,22,1,0,NA
"Pokémon",168,5,37,6.4,78,22,1,0,NA
"Pokémon",168,5,38,6.7,74,22,1,0,NA
"Pokémon",168,5,39,6.8,76,22,1,0,NA
"Pokémon",168,5,40,6.5,75,22,1,0,NA
"Pokémon",168,5,42,6.6,76,22,1,0,NA
"Pokémon",168,5,43,7.1,78,22,1,0,NA
"Pokémon",168,5,44,7.7,79,22,1,0,NA
"Pokémon",168,5,45,7.8,82,22,1,0,NA
"Pokémon",168,5,46,6.7,73,22,1,0,NA
"Pokémon",168,5,47,6.8,80,22,1,0,NA
"Pokémon",168,5,48,7.1,75,22,1,0,NA
"Pokémon",168,5,49,6.9,74,22,1,0,NA
"Pokémon",168,5,50,6.8,81,22,1,0,NA
"Pokémon",168,5,51,6.6,75,22,1,0,NA
"Pokémon",168,5,52,6.8,76,22,1,0,NA
"Pokémon",168,5,53,6.8,77,22,1,0,NA
"Pokémon",168,5,54,6.8,81,22,1,0,NA
"Pokémon",168,5,55,6.8,83,22,1,0,NA
"Pokémon",168,5,56,6.7,81,22,1,0,NA
"Pokémon",168,5,57,7.2,75,22,1,0,NA
"Pokémon",168,5,58,7.6,80,22,1,0,NA
"Pokémon",168,5,59,7.5,77,22,1,0,NA
"Pokémon",168,5,60,7.9,90,22,1,0,NA
"Pokémon",168,5,61,8.3,101,22,1,0,NA
"Pokémon",168,5,62,7.8,89,22,1,0,NA
"Pokémon",168,5,63,7.7,84,22,1,0,NA
"Pokémon",168,5,64,8.3,117,22,1,0,NA
"Pokémon",168,5,65,7.2,88,22,1,0,NA
"Pokémon",168,6,1,7.3,82,22,1,0,NA
"Pokémon",168,6,2,6.7,81,22,1,0,NA
"Pokémon",168,6,3,6.7,79,22,1,0,NA
"Pokémon",168,6,4,7.2,79,22,1,0,NA
"Pokémon",168,6,5,6.4,76,22,1,0,NA
"Pokémon",168,6,6,7.4,83,22,1,0,NA
"Pokémon",168,6,7,7.1,73,22,1,0,NA
"Pokémon",168,6,8,7,71,22,1,0,NA
"Pokémon",168,6,9,6.5,71,22,1,0,NA
"Pokémon",168,6,10,6.5,64,22,1,0,NA
"Pokémon",168,6,11,6.5,67,22,1,0,NA
"Pokémon",168,6,12,6.9,68,22,1,0,NA
"Pokémon",168,6,13,6.5,69,22,1,0,NA
"Pokémon",168,6,14,6.7,67,22,1,0,NA
"Pokémon",168,6,15,6.4,70,22,1,0,NA
"Pokémon",168,6,16,6.8,71,22,1,0,NA
"Pokémon",168,6,17,6.2,68,22,1,0,NA
"Pokémon",168,6,18,6.4,66,22,1,0,NA
"Pokémon",168,6,19,6.3,67,22,1,0,NA
"Pokémon",168,6,20,6.6,72,22,1,0,NA
"Pokémon",168,6,21,6.4,68,22,1,0,NA
"Pokémon",168,6,22,7,64,22,1,0,NA
"Pokémon",168,6,23,6.7,68,22,1,0,NA
"Pokémon",168,6,24,6.4,68,22,1,0,NA
"Pokémon",168,6,25,6.8,69,22,1,0,NA
"Pokémon",168,6,26,6.6,68,22,1,0,NA
"Pokémon",168,6,27,6.5,69,22,1,0,NA
"Pokémon",168,6,28,6.5,69,22,1,0,NA
"Pokémon",168,6,29,6.5,68,22,1,0,NA
"Pokémon",168,6,30,6.7,69,22,1,0,NA
"Pokémon",168,6,31,7.2,66,22,1,0,NA
"Pokémon",168,6,32,6.6,69,22,1,0,NA
"Pokémon",168,6,33,6.5,70,22,1,0,NA
"Pokémon",168,6,34,7,64,22,1,0,NA
"Pokémon",168,6,35,6.8,67,22,1,0,NA
"Pokémon",168,6,36,6.4,68,22,1,0,NA
"Pokémon",168,6,37,6.6,66,22,1,0,NA
"Pokémon",168,6,38,7,68,22,1,0,NA
"Pokémon",168,6,39,6.6,69,22,1,0,NA
"Pokémon",168,6,40,7.1,70,22,1,0,NA
"Pokémon",168,7,1,7,65,22,1,0,NA
"Pokémon",168,7,2,6.4,67,22,1,0,NA
"Pokémon",168,7,3,6.9,64,22,1,0,NA
"Pokémon",168,7,4,7.2,70,22,1,0,NA
"Pokémon",168,7,5,7.3,71,22,1,0,NA
"Pokémon",168,7,6,6.8,63,22,1,0,NA
"Pokémon",168,7,7,7,63,22,1,0,NA
"Pokémon",168,7,8,6.4,63,22,1,0,NA
"Pokémon",168,7,9,6.6,69,22,1,0,NA
"Pokémon",168,7,10,6.5,62,22,1,0,NA
"Pokémon",168,7,11,6.8,60,22,1,0,NA
"Pokémon",168,7,12,6.4,65,22,1,0,NA
"Pokémon",168,7,13,6.6,63,22,1,0,NA
"Pokémon",168,7,14,6.4,67,22,1,0,NA
"Pokémon",168,7,15,7,63,22,1,0,NA
"Pokémon",168,7,16,7.1,64,22,1,0,NA
"Pokémon",168,7,17,6.4,63,22,1,0,NA
"Pokémon",168,7,18,7,65,22,1,0,NA
"Pokémon",168,7,19,6.5,67,22,1,0,NA
"Pokémon",168,7,20,6.8,65,22,1,0,NA
"Pokémon",168,7,21,6.5,63,22,1,0,NA
"Pokémon",168,7,22,6.6,64,22,1,0,NA
"Pokémon",168,7,23,6.7,64,22,1,0,NA
"Pokémon",168,7,24,6.5,65,22,1,0,NA
"Pokémon",168,7,25,6.3,60,22,1,0,NA
"Pokémon",168,7,26,6.8,62,22,1,0,NA
"Pokémon",168,7,27,6.7,61,22,1,0,NA
"Pokémon",168,7,28,6.3,63,22,1,0,NA
"Pokémon",168,7,29,6.7,63,22,1,0,NA
"Pokémon",168,7,30,6.9,69,22,1,0,NA
"Pokémon",168,7,31,6.6,63,22,1,0,NA
"Pokémon",168,7,32,6.7,68,22,1,0,NA
"Pokémon",168,7,33,6.8,67,22,1,0,NA
"Pokémon",168,7,34,6.7,62,22,1,0,NA
"Pokémon",168,7,35,6.7,62,22,1,0,NA
"Pokémon",168,7,36,6.8,63,22,1,0,NA
"Pokémon",168,7,37,6.5,58,22,1,0,NA
"Pokémon",168,7,38,6.5,59,22,1,0,NA
"Pokémon",168,7,39,6.3,58,22,1,0,NA
"Pokémon",168,7,40,6.7,62,22,1,0,NA
"Pokémon",168,7,41,6.1,61,22,1,0,NA
"Pokémon",168,7,42,6.6,60,22,1,0,NA
"Pokémon",168,7,43,6.4,61,22,1,0,NA
"Pokémon",168,7,44,6.7,63,22,1,0,NA
"Pokémon",168,7,45,7.3,62,22,1,0,NA
"Pokémon",168,7,46,6.6,62,22,1,0,NA
"Pokémon",168,7,47,6.7,60,22,1,0,NA
"Pokémon",168,7,48,6.6,62,22,1,0,NA
"Pokémon",168,7,49,7.1,68,22,1,0,NA
"Pokémon",168,7,50,7,59,22,1,0,NA
"Pokémon",168,7,51,6.8,61,22,1,0,NA
"Pokémon",168,7,52,6.4,63,22,1,0,NA
"Pokémon",168,8,1,6.6,59,22,1,0,NA
"Pokémon",168,8,2,6.5,57,22,1,0,NA
"Pokémon",168,8,3,6.4,57,22,1,0,NA
"Pokémon",168,8,4,6.5,59,22,1,0,NA
"Pokémon",168,8,5,7.2,63,22,1,0,NA
"Pokémon",168,8,6,7.5,66,22,1,0,NA
"Pokémon",168,8,7,6.4,57,22,1,0,NA
"Pokémon",168,8,8,6.8,58,22,1,0,NA
"Pokémon",168,8,9,6.6,63,22,1,0,NA
"Pokémon",168,8,10,6.4,57,22,1,0,NA
"Pokémon",168,8,11,6.8,62,22,1,0,NA
"Pokémon",168,8,12,6.9,55,22,1,0,NA
"Pokémon",168,8,13,6.8,57,22,1,0,NA
"Pokémon",168,8,14,6.5,55,22,1,0,NA
"Pokémon",168,8,15,6.6,59,22,1,0,NA
"Pokémon",168,8,16,7,56,22,1,0,NA
"Pokémon",168,8,17,7.2,58,22,1,0,NA
"Pokémon",168,8,18,6.8,57,22,1,0,NA
"Pokémon",168,8,19,7.1,58,22,1,0,NA
"Pokémon",168,8,20,6.5,55,22,1,0,NA
"Pokémon",168,8,21,6.8,52,22,1,0,NA
"Pokémon",168,8,22,6.7,59,22,1,0,NA
"Pokémon",168,8,23,6.6,54,22,1,0,NA
"Pokémon",168,8,24,6.7,53,22,1,0,NA
"Pokémon",168,8,25,6.8,56,22,1,0,NA
"Pokémon",168,8,26,6.7,54,22,1,0,NA
"Pokémon",168,8,27,6.8,54,22,1,0,NA
"Pokémon",168,8,28,4.5,21,25,1,0,NA
"Pokémon",168,8,29,6.8,56,22,1,0,NA
"Pokémon",168,8,30,6.7,55,22,1,0,NA
"Pokémon",168,8,31,6.8,58,22,1,0,NA
"Pokémon",168,8,32,6.6,55,22,1,0,NA
"Pokémon",168,8,33,6.7,56,22,1,0,NA
"Pokémon",168,8,34,6.8,55,22,1,0,NA
"Pokémon",168,8,35,7.1,57,22,1,0,NA
"Pokémon",168,8,36,7.2,57,22,1,0,NA
"Pokémon",168,8,37,7.2,66,22,1,0,NA
"Pokémon",168,8,38,7.4,59,22,1,0,NA
"Pokémon",168,8,39,7.5,64,22,1,0,NA
"Pokémon",168,8,40,7.2,62,22,1,0,NA
"Pokémon",168,8,41,7.4,64,22,1,0,NA
"Pokémon",168,8,42,6.9,55,22,1,0,NA
"Pokémon",168,8,43,7.1,63,22,1,0,NA
"Pokémon",168,8,44,7.9,61,22,1,0,NA
"Pokémon",168,8,45,6.7,57,22,1,0,NA
"Pokémon",168,8,46,7.1,57,22,1,0,NA
"Pokémon",168,8,47,6.6,55,22,1,0,NA
"Pokémon",168,8,48,6.6,54,22,1,0,NA
"Pokémon",168,8,49,6.5,54,22,1,0,NA
"Pokémon",168,8,50,6.5,52,22,1,0,NA
"Pokémon",168,8,51,6.6,54,22,1,0,NA
"Pokémon",168,8,52,6.6,56,22,1,0,NA
"Pokémon",168,8,53,6.6,67,22,1,0,NA
"Pokémon",168,9,1,5.5,67,22,1,0,NA
"Pokémon",168,9,2,7.1,63,22,1,0,NA
"Pokémon",168,9,3,6.7,54,22,1,0,NA
"Pokémon",168,9,4,6.7,60,22,1,0,NA
"Pokémon",168,9,5,6.3,54,22,1,0,NA
"Pokémon",168,9,6,6.5,51,22,1,0,NA
"Pokémon",168,9,7,6.3,51,22,1,0,NA
"Pokémon",168,9,8,7,55,22,1,0,NA
"Pokémon",168,9,9,6.6,52,22,1,0,NA
"Pokémon",168,9,10,6.8,52,22,1,0,NA
"Pokémon",168,9,11,7.1,53,22,1,0,NA
"Pokémon",168,9,12,6.8,57,22,1,0,NA
"Pokémon",168,9,13,7.2,53,22,1,0,NA
"Pokémon",168,9,14,6.8,52,22,1,0,NA
"Pokémon",168,9,15,6.4,51,22,1,0,NA
"Pokémon",168,9,16,6.9,56,22,1,0,NA
"Pokémon",168,9,17,6.5,57,22,1,0,NA
"Pokémon",168,9,18,6.7,55,22,1,0,NA
"Pokémon",168,9,19,6.9,55,22,1,0,NA
"Pokémon",168,9,20,6.6,52,22,1,0,NA
"Pokémon",168,9,21,6.4,50,22,1,0,NA
"Pokémon",168,9,22,6.5,52,22,1,0,NA
"Pokémon",168,9,23,6.4,50,22,1,0,NA
"Pokémon",168,9,24,6.7,51,22,1,0,NA
"Pokémon",168,9,25,7,56,22,1,0,NA
"Pokémon",168,9,26,7,56,22,1,0,NA
"Pokémon",168,9,27,7.5,55,22,1,0,NA
"Pokémon",168,9,28,6.5,51,22,1,0,NA
"Pokémon",168,9,29,6.5,50,22,1,0,NA
"Pokémon",168,9,30,6.8,49,22,1,0,NA
"Pokémon",168,9,31,6.5,50,22,1,0,NA
"Pokémon",168,9,32,6.6,52,22,1,0,NA
"Pokémon",168,9,33,6.8,54,22,1,0,NA
"Pokémon",168,9,34,6.7,51,22,1,0,NA
"Pokémon",168,9,35,6.3,49,22,1,0,NA
"Pokémon",168,9,36,6.3,51,22,1,0,NA
"Pokémon",168,9,37,6.8,55,22,1,0,NA
"Pokémon",168,9,38,6.4,51,22,1,0,NA
"Pokémon",168,9,39,6.2,51,22,1,0,NA
"Pokémon",168,9,40,6.8,48,22,1,0,NA
"Pokémon",168,9,41,6.9,52,22,1,0,NA
"Pokémon",168,9,42,6.9,50,22,1,0,NA
"Pokémon",168,9,43,6.4,50,22,1,0,NA
"Pokémon",168,9,44,7.2,57,22,1,0,NA
"Pokémon",168,9,45,7.5,60,22,1,0,NA
"Pokémon",168,9,46,6.8,59,22,1,0,NA
"Pokémon",168,9,47,7.1,58,22,1,0,NA
"Pokémon",168,10,1,7,69,22,1,0,NA
"Pokémon",168,10,2,7.2,59,22,1,0,NA
"Pokémon",168,10,3,7.1,55,22,1,0,NA
"Pokémon",168,10,4,6.9,50,22,1,0,NA
"Pokémon",168,10,5,7.1,52,22,1,0,NA
"Pokémon",168,10,6,6.3,52,22,1,0,NA
"Pokémon",168,10,7,6.6,49,22,1,0,NA
"Pokémon",168,10,8,6.9,49,22,1,0,NA
"Pokémon",168,10,9,6.2,51,22,1,0,NA
"Pokémon",168,10,10,6.2,45,22,1,0,NA
"Pokémon",168,10,11,5.7,49,22,1,0,NA
"Pokémon",168,10,12,5.7,51,22,1,0,NA
"Pokémon",168,10,13,6.1,49,22,1,0,NA
"Pokémon",168,10,14,6.2,47,22,1,0,NA
"Pokémon",168,10,15,6.4,51,22,1,0,NA
"Pokémon",168,10,16,6.2,48,22,1,0,NA
"Pokémon",168,10,17,6.3,45,22,1,0,NA
"Pokémon",168,10,18,6.3,51,22,1,0,NA
"Pokémon",168,10,19,6.2,48,22,1,0,NA
"Pokémon",168,10,20,6.6,51,22,1,0,NA
"Pokémon",168,10,21,5.9,45,22,1,0,NA
"Pokémon",168,10,22,6.1,45,22,1,0,NA
"Pokémon",168,10,23,5.7,47,22,1,0,NA
"Pokémon",168,10,24,5.8,47,22,1,0,NA
"Pokémon",168,10,25,5.7,47,22,1,0,NA
"Pokémon",168,10,26,6.4,45,22,1,0,NA
"Pokémon",168,10,27,6.2,44,22,1,0,NA
"Pokémon",168,10,28,6.4,44,22,1,0,NA
"Pokémon",168,10,29,5.7,46,22,1,0,NA
"Pokémon",168,10,30,6.2,44,22,1,0,NA
"Pokémon",168,10,31,6.2,44,22,1,0,NA
"Pokémon",168,10,32,6.2,45,22,1,0,NA
"Pokémon",168,10,33,6.4,47,22,1,0,NA
"Pokémon",168,10,34,6.5,45,22,1,0,NA
"Pokémon",168,10,35,5.9,45,22,1,0,NA
"Pokémon",168,10,36,6,44,22,1,0,NA
"Pokémon",168,10,37,6.8,44,22,1,0,NA
"Pokémon",168,10,38,6,44,22,1,0,NA
"Pokémon",168,10,39,5.7,45,22,1,0,NA
"Pokémon",168,10,40,6.4,46,22,1,0,NA
"Pokémon",168,10,41,5.9,41,22,1,0,NA
"Pokémon",168,10,42,5.4,45,22,1,0,NA
"Pokémon",168,10,43,6.3,49,22,1,0,NA
"Pokémon",168,10,44,5.7,45,22,1,0,NA
"Pokémon",168,10,45,6.4,39,22,1,0,NA
"Pokémon",168,10,46,5.7,45,22,1,0,NA
"Pokémon",168,10,47,5.7,44,22,1,0,NA
"Pokémon",168,10,49,4.9,50,22,1,0,NA
"Pokémon",168,10,50,6.4,47,22,1,0,NA
"Pokémon",168,10,51,7.1,50,22,1,0,NA
"Pokémon",168,10,52,6.6,44,22,1,0,NA
"Pokémon",168,11,1,6.9,51,22,1,0,NA
"Pokémon",168,11,2,5.9,48,22,1,0,NA
"Pokémon",168,11,3,6,44,22,1,0,NA
"Pokémon",168,11,4,5.8,47,22,1,0,NA
"Pokémon",168,11,5,5,49,22,1,0,NA
"Pokémon",168,11,6,5.5,47,22,1,0,NA
"Pokémon",168,11,7,5.4,46,22,1,0,NA
"Pokémon",168,11,8,6.2,43,22,1,0,NA
"Pokémon",168,11,9,6.4,43,22,1,0,NA
"Pokémon",168,11,10,5.7,44,22,1,0,NA
"Pokémon",168,11,11,5.5,44,22,1,0,NA
"Pokémon",168,11,12,6.3,43,22,1,0,NA
"Pokémon",168,11,13,5.6,44,22,1,0,NA
"Pokémon",168,11,14,6.2,45,22,1,0,NA
"Pokémon",168,11,15,6.2,42,22,1,0,NA
"Pokémon",168,11,16,6.4,44,22,1,0,NA
"Pokémon",168,11,17,6.3,43,22,1,0,NA
"Pokémon",168,11,18,5.5,47,22,1,0,NA
"Pokémon",168,11,20,6.5,52,22,1,0,NA
"Pokémon",168,11,21,6.8,41,22,1,0,NA
"Pokémon",168,11,22,6.2,45,22,1,0,NA
"Pokémon",168,11,23,6.2,41,22,1,0,NA
"Pokémon",168,11,24,5.9,43,22,1,0,NA
"Pokémon",168,11,25,6.4,44,22,1,0,NA
"Pokémon",168,11,26,6.5,42,22,1,0,NA
"Pokémon",168,11,27,6.5,40,22,1,0,NA
"Pokémon",168,11,28,6.4,38,22,1,0,NA
"Pokémon",168,11,29,6.5,48,22,1,0,NA
"Pokémon",168,11,30,5.8,42,22,1,0,NA
"Pokémon",168,11,31,6.4,49,22,1,0,NA
"Pokémon",168,11,32,6.3,48,22,1,0,NA
"Pokémon",168,11,33,5.6,46,22,1,0,NA
"Pokémon",168,11,34,4.8,50,22,1,0,NA
"Pokémon",168,11,35,6.2,44,22,1,0,NA
"Pokémon",168,11,36,6.7,42,22,1,0,NA
"Pokémon",168,11,37,6.2,42,22,1,0,NA
"Pokémon",168,11,38,6.4,45,22,1,0,NA
"Pokémon",168,11,39,6.2,48,22,1,0,NA
"Pokémon",168,11,40,6.1,44,22,1,0,NA
"Pokémon",168,11,41,6.3,42,22,1,0,NA
"Pokémon",168,11,42,6.4,40,22,1,0,NA
"Pokémon",168,11,43,6.3,44,22,1,0,NA
"Pokémon",168,11,44,6,41,22,1,0,NA
"Pokémon",168,11,45,6,40,22,1,0,NA
"Pokémon",168,11,46,6.4,42,22,1,0,NA
"Pokémon",168,11,47,6.5,40,22,1,0,NA
"Pokémon",168,11,48,6.3,44,22,1,0,NA
"Pokémon",168,11,49,5.8,40,22,1,0,NA
"Pokémon",168,12,1,6.1,55,22,1,0,NA
"Pokémon",168,12,2,6.1,45,22,1,0,NA
"Pokémon",168,12,3,6.2,41,22,1,0,NA
"Pokémon",168,12,4,7,44,22,1,0,NA
"Pokémon",168,12,5,5.8,42,22,1,0,NA
"Pokémon",168,12,6,6.4,41,22,1,0,NA
"Pokémon",168,12,7,6.6,42,22,1,0,NA
"Pokémon",168,12,8,6.4,40,22,1,0,NA
"Pokémon",168,12,9,6.3,38,22,1,0,NA
"Pokémon",168,12,10,6.4,38,22,1,0,NA
"Pokémon",168,12,11,6.3,37,22,1,0,NA
"Pokémon",168,12,12,6.3,40,22,1,0,NA
"Pokémon",168,12,13,5.8,46,22,1,0,NA
"Pokémon",168,12,14,5.7,43,22,1,0,NA
"Pokémon",168,12,15,6.2,40,22,1,0,NA
"Pokémon",168,12,17,5.2,43,22,1,0,NA
"Pokémon",168,12,18,5.7,40,22,1,0,NA
"Pokémon",168,12,19,5.5,41,22,1,0,NA
"Pokémon",168,12,20,5.3,42,22,1,0,NA
"Pokémon",168,12,21,6.2,40,22,1,0,NA
"Pokémon",168,12,22,5.6,40,22,1,0,NA
"Pokémon",168,12,23,6.5,39,22,1,0,NA
"Pokémon",168,12,24,6.5,40,22,1,0,NA
"Pokémon",168,12,25,6.4,40,22,1,0,NA
"Pokémon",168,12,26,5.7,38,22,1,0,NA
"Pokémon",168,12,27,7,40,22,1,0,NA
"Pokémon",168,12,28,7,40,22,1,0,NA
"Pokémon",168,12,29,6.4,40,22,1,0,NA
"Pokémon",168,12,30,6.1,44,22,1,0,NA
"Pokémon",168,12,31,5.1,42,22,1,0,NA
"Pokémon",168,12,32,5.7,37,22,1,0,NA
"Pokémon",168,12,33,6,38,22,1,0,NA
"Pokémon",168,12,34,6.2,36,22,1,0,NA
"Pokémon",168,12,35,5.2,44,22,1,0,NA
"Pokémon",168,12,36,5.4,39,22,1,0,NA
"Pokémon",168,12,37,5.9,41,22,1,0,NA
"Pokémon",168,12,38,6.3,42,22,1,0,NA
"Pokémon",168,12,39,6,40,22,1,0,NA
"Pokémon",168,12,40,6.3,40,22,1,0,NA
"Pokémon",168,12,41,5.7,43,22,1,0,NA
"Pokémon",168,12,42,5.6,38,22,1,0,NA
"Pokémon",168,12,43,5.5,38,22,1,0,NA
"Pokémon",168,12,44,5.5,36,22,1,0,NA
"Pokémon",168,12,45,7.2,38,22,1,0,NA
"Pokémon",168,12,46,6.7,43,22,1,0,NA
"Pokémon",168,12,47,5.5,43,22,1,0,NA
"Pokémon",168,12,48,6.3,37,22,1,0,NA
"Pokémon",168,12,49,5.6,37,22,1,0,NA
"Pokémon",168,12,50,6.2,35,22,1,0,NA
"Pokémon",168,13,1,6.1,41,22,1,0,NA
"Pokémon",168,13,2,5.8,40,22,1,0,NA
"Pokémon",168,13,3,5.7,37,22,1,0,NA
"Pokémon",168,13,4,6.2,36,22,1,0,NA
"Pokémon",168,13,5,6,38,22,1,0,NA
"Pokémon",168,13,6,6.5,35,22,1,0,NA
"Pokémon",168,13,7,5.3,42,22,1,0,NA
"Pokémon",168,13,8,5.8,41,22,1,0,NA
"Pokémon",168,13,9,5.8,37,22,1,0,NA
"Pokémon",168,13,10,5.4,39,22,1,0,NA
"Pokémon",168,13,11,6.2,38,22,1,0,NA
"Pokémon",168,13,12,5.7,36,22,1,0,NA
"Pokémon",168,13,13,6.4,37,22,1,0,NA
"Pokémon",168,13,14,6.4,35,22,1,0,NA
"Pokémon",168,13,15,5.6,37,22,1,0,NA
"Pokémon",168,13,16,5.3,38,22,1,0,NA
"Pokémon",168,13,17,6.4,38,22,1,0,NA
