kind,series_name,series_imdb_id,season,episode,rating,votes,runtime,is_comedy,is_drama,rating_miss
tv series,Pokémon,168366,19,29,7.2,33,21,1,0,NA
tv series,Pokémon,168366,19,30,6.4,30,21,1,0,6.4
tv series,Pokémon,168366,19,31,6.2,32,21,1,0,6.2
tv series,Pokémon,168366,19,32,6.8,34,21,1,0,6.8
tv series,Pokémon,168366,19,33,6.9,34,21,1,0,NA
tv series,Pokémon,168366,19,34,7.6,37,21,1,0,7.6
tv series,Pokémon,168366,19,35,8.1,41,21,1,0,8.1
tv series,Pokémon,168366,19,36,7.5,34,21,1,0,7.5
tv series,Pokémon,168366,19,37,7.7,39,21,1,0,NA
tv series,Pokémon,168366,19,38,4.2,74,21,1,0,4.2
tv series,Pokémon,168366,19,39,7.2,30,21,1,0,7.2
tv series,Pokémon,168366,19,40,7.2,32,21,1,0,7.2
tv series,Pokémon,168366,19,41,7.2,32,21,1,0,7.2
tv series,Pokémon,168366,19,42,7.7,39,21,1,0,7.7
tv series,Pokémon,168366,19,44,6.4,29,21,1,0,6.4
tv series,Pokémon,168366,19,45,6.9,29,21,1,0,6.9
tv series,Pokémon,168366,19,46,6.6,28,21,1,0,6.6
tv series,Pokémon,168366,19,47,8.1,49,22,1,0,8.1
tv series,Pokémon,168366,20,1,6.6,91,22,1,0,6.6
tv series,Pokémon,168366,20,2,6.5,69,22,1,0,6.5
tv series,Pokémon,168366,20,3,6.9,54,21,1,0,NA
tv series,Pokémon,168366,20,4,7.4,58,21,1,0,NA
tv series,Pokémon,168366,20,5,6.7,49,21,1,0,6.7
tv series,Pokémon,168366,20,6,6.7,45,21,1,0,6.7
tv series,Pokémon,168366,20,7,7.2,47,21,1,0,7.2
tv series,Pokémon,168366,20,8,7,43,21,1,0,7
tv series,Pokémon,168366,20,9,7.1,43,21,1,0,7.1
tv series,Pokémon,168366,20,10,7.2,41,21,1,0,7.2
tv series,Pokémon,168366,20,11,6.7,45,21,1,0,6.7
tv series,Pokémon,168366,20,12,7.1,43,21,1,0,7.1
tv series,Pokémon,168366,20,13,6.4,41,21,1,0,6.4
tv series,Pokémon,168366,20,14,7.3,41,21,1,0,7.3
tv series,Pokémon,168366,20,15,7.5,39,21,1,0,7.5
tv series,Pokémon,168366,20,16,6.9,37,21,1,0,6.9
tv series,Pokémon,168366,20,17,6.3,37,21,1,0,6.3
tv series,Pokémon,168366,20,18,6.8,37,21,1,0,6.8
tv series,Pokémon,168366,20,19,7.2,37,21,1,0,7.2
tv series,Pokémon,168366,20,20,7.5,38,21,1,0,7.5
tv series,Pokémon,168366,20,21,8.6,63,21,1,0,8.6
tv series,Pokémon,168366,20,22,6.5,39,21,1,0,NA
tv series,Pokémon,168366,20,23,6.4,39,21,1,0,6.4
tv series,Pokémon,168366,20,24,7.2,38,21,1,0,7.2
tv series,Pokémon,168366,20,25,7.1,36,21,1,0,NA
tv series,Pokémon,168366,20,26,6.1,40,21,1,0,6.1
tv series,Pokémon,168366,20,27,7.5,40,21,1,0,7.5
tv series,Pokémon,168366,20,28,6.5,36,21,1,0,6.5
tv series,Pokémon,168366,20,29,7.4,36,21,1,0,NA
tv series,Pokémon,168366,20,30,7.2,33,21,1,0,7.2
tv series,Pokémon,168366,20,31,7.3,35,21,1,0,NA
tv series,Pokémon,168366,20,32,6.8,32,21,1,0,NA
tv series,Pokémon,168366,20,33,7.1,33,21,1,0,NA
tv series,Pokémon,168366,20,34,7.1,35,21,1,0,7.1
tv series,Pokémon,168366,20,35,7.1,33,21,1,0,7.1
tv series,Pokémon,168366,20,36,7.3,35,21,1,0,7.3
tv series,Pokémon,168366,20,37,7.6,36,21,1,0,7.6
tv series,Pokémon,168366,20,38,7.1,34,21,1,0,7.1
tv series,Pokémon,168366,20,39,6.5,34,21,1,0,6.5
tv series,Pokémon,168366,20,40,6.7,30,21,1,0,6.7
tv series,Pokémon,168366,20,41,6.5,31,21,1,0,6.5
tv series,Pokémon,168366,20,42,8.6,49,21,1,0,8.6
tv series,Pokémon,168366,20,43,8.6,49,21,1,0,8.6
tv series,Pokémon,168366,21,1,7.5,31,21,1,0,7.5
tv series,Pokémon,168366,21,3,7,27,21,1,0,7
tv series,Pokémon,168366,21,4,7.3,27,21,1,0,7.3
tv series,Pokémon,168366,21,6,7.5,30,21,1,0,7.5
tv series,Pokémon,168366,21,7,7.7,26,21,1,0,7.7
tv series,Pokémon,168366,21,8,7.3,27,21,1,0,7.3
tv series,Pokémon,168366,21,9,7.4,24,21,1,0,NA
tv series,Pokémon,168366,21,10,7,26,21,1,0,7
tv series,Pokémon,168366,21,11,7.5,29,21,1,0,7.5
tv series,Pokémon,168366,21,12,7.1,25,21,1,0,7.1
tv series,Pokémon,168366,21,21,7.3,18,21,1,0,7.3
tv series,Pokémon,168366,21,23,6.9,15,21,1,0,6.9
tv series,Pokémon,168366,21,25,6.6,17,21,1,0,6.6
tv series,Pokémon,168366,21,26,7.4,14,21,1,0,NA
tv series,Pokémon,168366,21,27,6.9,18,21,1,0,6.9
tv series,Pokémon,168366,21,28,7,18,21,1,0,7
tv series,Pokémon,168366,21,36,7.5,17,21,1,0,7.5
tv series,Pokémon,168366,21,38,6.4,12,21,1,0,NA
tv series,Pokémon,168366,22,1,7.1,22,21,1,0,7.1
tv series,Pokémon,168366,22,2,7,21,21,1,0,7
tv series,Pokémon,168366,22,3,6.4,16,21,1,0,6.4
tv series,Pokémon,168366,22,4,6.9,18,21,1,0,6.9
tv series,Pokémon,168366,22,5,7.1,20,21,1,0,7.1
tv series,Pokémon,168366,22,6,6.8,17,21,1,0,NA
tv series,Pokémon,168366,22,7,6.9,19,21,1,0,6.9
tv series,Pokémon,168366,22,8,7.8,20,21,1,0,7.8
tv series,Pokémon,168366,22,9,7.9,20,21,1,0,7.9
tv series,Pokémon,168366,22,10,7.2,20,21,1,0,NA
tv series,Pokémon,168366,22,12,7.1,19,21,1,0,7.1
tv series,Pokémon,168366,22,13,7.2,21,21,1,0,7.2
tv series,Pokémon,168366,22,14,6.8,16,21,1,0,6.8
tv series,Pokémon,168366,22,15,6.5,19,21,1,0,6.5
tv series,Pokémon,168366,22,16,9,37,21,1,0,NA
tv series,Pokémon,168366,22,17,7.3,18,21,1,0,7.3
tv series,Pokémon,168366,22,18,6.6,17,21,1,0,6.6
tv series,Pokémon,168366,22,19,7.2,17,21,1,0,7.2
tv series,Pokémon,168366,22,20,7.3,17,21,1,0,NA
tv series,Pokémon,168366,22,21,6.6,15,21,1,0,NA
tv series,Pokémon,168366,22,22,6.8,16,21,1,0,6.8
tv series,Pokémon,168366,22,23,6.9,18,21,1,0,NA
tv series,Pokémon,168366,22,24,7.6,18,21,1,0,7.6
tv series,Pokémon,168366,22,25,7.1,16,21,1,0,7.1
tv series,Pokémon,168366,22,48,7.9,20,21,1,0,NA
tv series,Trailer Park Boys,290988,1,1,7.7,675,23,1,0,7.7
tv series,Trailer Park Boys,290988,1,2,8,552,23,1,0,NA
tv series,Trailer Park Boys,290988,1,3,8.3,534,23,1,0,8.3
tv series,Trailer Park Boys,290988,1,4,8.3,498,22,1,0,NA
tv series,Trailer Park Boys,290988,1,5,8.3,461,23,1,0,8.3
tv series,Trailer Park Boys,290988,1,6,8.7,488,23,1,0,8.7
tv series,Trailer Park Boys,290988,2,1,8.6,448,23,1,0,8.6
tv series,Trailer Park Boys,290988,2,2,8.6,443,23,1,0,8.6
tv series,Trailer Park Boys,290988,2,3,8.7,446,22,1,0,NA
tv series,Trailer Park Boys,290988,2,4,8.7,446,23,1,0,8.7
tv series,Trailer Park Boys,290988,2,5,9,479,22,1,0,9
tv series,Trailer Park Boys,290988,2,6,8.8,427,22,1,0,NA
tv series,Trailer Park Boys,290988,2,7,9.1,463,22,1,0,9.1
tv series,Trailer Park Boys,290988,3,1,8.7,400,23,1,0,8.7
tv series,Trailer Park Boys,290988,3,2,8.8,398,23,1,0,8.8
tv series,Trailer Park Boys,290988,3,4,8.9,437,23,1,0,8.9
tv series,Trailer Park Boys,290988,3,5,9.3,557,23,1,0,NA
tv series,Trailer Park Boys,290988,3,6,8.8,405,23,1,0,8.8
tv series,Trailer Park Boys,290988,3,7,8.8,385,23,1,0,8.8
tv series,Trailer Park Boys,290988,3,8,8.9,395,23,1,0,8.9
tv series,Trailer Park Boys,290988,4,1,8.8,388,23,1,0,8.8
tv series,Trailer Park Boys,290988,4,2,8.9,389,23,1,0,NA
tv series,Trailer Park Boys,290988,4,3,8.8,375,23,1,0,NA
tv series,Trailer Park Boys,290988,4,4,9,404,23,1,0,9
tv series,Trailer Park Boys,290988,4,5,9.2,486,23,1,0,9.2
tv series,Trailer Park Boys,290988,4,6,8.8,379,23,1,0,8.8
tv series,Trailer Park Boys,290988,4,7,8.8,364,23,1,0,8.8
tv series,Trailer Park Boys,290988,4,8,9.1,382,23,1,0,9.1
tv series,Trailer Park Boys,290988,4,9,9,314,45,1,0,9
tv series,Trailer Park Boys,290988,5,1,8.7,349,23,1,0,8.7
tv series,Trailer Park Boys,290988,5,2,8.9,345,23,1,0,8.9
tv series,Trailer Park Boys,290988,5,3,8.8,357,23,1,0,8.8
tv series,Trailer Park Boys,290988,5,4,8.7,334,23,1,0,8.7
tv series,Trailer Park Boys,290988,5,5,8.9,351,23,1,0,8.9
tv series,Trailer Park Boys,290988,5,6,8.6,338,23,1,0,8.6
tv series,Trailer Park Boys,290988,5,7,8.8,339,23,1,0,8.8
tv series,Trailer Park Boys,290988,5,8,8.6,325,23,1,0,8.6
tv series,Trailer Park Boys,290988,5,9,9,366,23,1,0,9
tv series,Trailer Park Boys,290988,6,1,8.4,294,22,1,0,8.4
tv series,Trailer Park Boys,290988,6,2,8.4,285,22,1,0,8.4
tv series,Trailer Park Boys,290988,6,3,8.9,313,22,1,0,8.9
tv series,Trailer Park Boys,290988,6,4,8.5,298,22,1,0,8.5
tv series,Trailer Park Boys,290988,6,5,8.8,329,22,1,0,NA
tv series,Trailer Park Boys,290988,6,6,9,343,22,1,0,9
tv series,Trailer Park Boys,290988,7,1,8.3,296,22,1,0,8.3
tv series,Trailer Park Boys,290988,7,2,8.2,273,22,1,0,NA
tv series,Trailer Park Boys,290988,7,3,9,322,22,1,0,9
tv series,Trailer Park Boys,290988,7,4,8.6,277,22,1,0,8.6
tv series,Trailer Park Boys,290988,7,5,8.5,272,22,1,0,8.5
tv series,Trailer Park Boys,290988,7,6,8.4,272,22,1,0,8.4
tv series,Trailer Park Boys,290988,7,7,8.1,282,22,1,0,8.1
tv series,Trailer Park Boys,290988,7,8,8.6,289,22,1,0,8.6
tv series,Trailer Park Boys,290988,7,9,8.6,274,22,1,0,8.6
tv series,Trailer Park Boys,290988,7,10,9.2,444,22,1,0,9.2
tv series,Trailer Park Boys,290988,8,1,8.2,299,28,1,0,8.2
tv series,Trailer Park Boys,290988,8,2,7.9,249,27,1,0,7.9
tv series,Trailer Park Boys,290988,8,3,8.2,240,28,1,0,8.2
tv series,Trailer Park Boys,290988,8,4,8.1,233,23,1,0,8.1
tv series,Trailer Park Boys,290988,8,5,8.4,236,25,1,0,8.4
tv series,Trailer Park Boys,290988,8,6,8.3,230,26,1,0,NA
tv series,Trailer Park Boys,290988,8,7,8,229,23,1,0,8
tv series,Trailer Park Boys,290988,8,8,7.9,210,22,1,0,7.9
tv series,Trailer Park Boys,290988,8,9,7.9,201,21,1,0,7.9
tv series,Trailer Park Boys,290988,8,10,8.5,230,31,1,0,8.5
tv series,Trailer Park Boys,290988,9,1,7.6,209,26,1,0,7.6
tv series,Trailer Park Boys,290988,9,2,7.6,200,27,1,0,7.6
tv series,Trailer Park Boys,290988,9,3,7.8,188,25,1,0,7.8
tv series,Trailer Park Boys,290988,9,4,7.6,173,26,1,0,NA
tv series,Trailer Park Boys,290988,9,5,7.8,180,23,1,0,7.8
tv series,Trailer Park Boys,290988,9,6,7.7,178,22,1,0,7.7
tv series,Trailer Park Boys,290988,9,7,8.2,188,25,1,0,NA
tv series,Trailer Park Boys,290988,9,8,7.8,168,22,1,0,7.8
tv series,Trailer Park Boys,290988,9,9,7.8,188,22,1,0,7.8
tv series,Trailer Park Boys,290988,9,10,8,205,22,1,0,8
tv series,Trailer Park Boys,290988,10,1,7.5,193,27,1,0,NA
tv series,Trailer Park Boys,290988,10,2,7.6,171,30,1,0,7.6
tv series,Trailer Park Boys,290988,10,3,7.6,163,28,1,0,7.6
tv series,Trailer Park Boys,290988,10,4,7.6,165,26,1,0,7.6
tv series,Trailer Park Boys,290988,10,5,8,179,23,1,0,NA
tv series,Trailer Park Boys,290988,10,6,7.5,170,24,1,0,NA
tv series,Trailer Park Boys,290988,10,7,7.3,200,26,1,0,NA
tv series,Trailer Park Boys,290988,10,8,7.3,186,27,1,0,7.3
tv series,Trailer Park Boys,290988,10,9,7.4,167,26,1,0,NA
tv series,Trailer Park Boys,290988,10,10,8.1,204,25,1,0,8.1
tv series,Trailer Park Boys,290988,11,1,8.1,173,31,1,0,8.1
tv series,Trailer Park Boys,290988,11,2,8,159,30,1,0,8
tv series,Trailer Park Boys,290988,11,3,8,151,26,1,0,8
tv series,Trailer Park Boys,290988,11,4,8.8,203,26,1,0,8.8
tv series,Trailer Park Boys,290988,11,5,7.9,148,29,1,0,7.9
tv series,Trailer Park Boys,290988,11,6,7.7,144,24,1,0,7.7
tv series,Trailer Park Boys,290988,11,7,8,141,29,1,0,8
tv series,Trailer Park Boys,290988,11,8,8.3,149,26,1,0,8.3
tv series,Trailer Park Boys,290988,11,9,8.1,143,29,1,0,8.1
tv series,Trailer Park Boys,290988,11,10,8,147,26,1,0,8
tv series,Trailer Park Boys,290988,12,1,8.2,174,31,1,0,8.2
tv series,Trailer Park Boys,290988,12,2,8.5,163,30,1,0,8.5
tv series,Trailer Park Boys,290988,12,3,8.1,151,25,1,0,8.1
tv series,Trailer Park Boys,290988,12,4,8.1,141,25,1,0,8.1
tv series,Trailer Park Boys,290988,12,5,8.3,146,30,1,0,NA
tv series,Trailer Park Boys,290988,12,6,8.5,150,32,1,0,8.5
tv series,Trailer Park Boys,290988,12,7,8.2,138,29,1,0,8.2
tv series,Trailer Park Boys,290988,12,8,8.3,144,29,1,0,8.3
tv series,Trailer Park Boys,290988,12,9,8.7,148,31,1,0,8.7
tv series,Trailer Park Boys,290988,12,10,9.3,226,32,1,0,NA
tv series,The Staircase,388644,1,1,7.3,357,47,0,1,7.3
tv series,The Staircase,388644,1,2,7.3,328,46,0,1,NA
tv series,The Staircase,388644,1,3,7.3,320,47,0,1,NA
tv series,The Staircase,388644,1,4,7.4,299,45,0,1,7.4
tv series,The Staircase,388644,1,5,7.5,295,48,0,1,7.5
tv series,The Staircase,388644,1,6,7.4,297,48,0,1,7.4
tv series,The Staircase,388644,1,7,7.5,292,49,0,1,7.5
tv series,The Staircase,388644,1,8,7.9,302,51,0,1,7.9
tv series,The Umbrella Academy,1312171,1,1,7.9,4287,59,1,1,7.9
tv series,The Umbrella Academy,1312171,1,2,7.9,3599,58,1,1,7.9
tv series,The Umbrella Academy,1312171,1,3,8,3317,56,1,1,8
tv series,The Umbrella Academy,1312171,1,4,8.1,3117,57,1,1,8.1
tv series,The Umbrella Academy,1312171,1,5,8.3,3081,59,1,1,8.3
tv series,The Umbrella Academy,1312171,1,6,8.5,3088,57,1,1,8.5
tv series,The Umbrella Academy,1312171,1,7,8.3,2895,56,1,1,8.3
tv series,The Umbrella Academy,1312171,1,8,8.6,3088,51,1,1,8.6
tv series,The Umbrella Academy,1312171,1,9,8.6,2934,44,1,1,8.6
tv series,The Umbrella Academy,1312171,1,10,8.9,3565,46,1,1,8.9
tv series,The Umbrella Academy,1312171,2,1,8.5,2144,47,1,1,8.5
tv series,The Umbrella Academy,1312171,2,2,8.3,1830,48,1,1,8.3
tv series,The Umbrella Academy,1312171,2,3,8.6,1798,48,1,1,NA
tv series,The Umbrella Academy,1312171,2,4,8.4,1664,49,1,1,8.4
tv series,The Umbrella Academy,1312171,2,5,8.5,1622,48,1,1,NA
tv series,The Umbrella Academy,1312171,2,6,8.6,1562,50,1,1,8.6
tv series,The Umbrella Academy,1312171,2,7,8.7,1575,47,1,1,8.7
tv series,The Umbrella Academy,1312171,2,8,8.8,1568,47,1,1,8.8
tv series,The Umbrella Academy,1312171,2,9,9,1649,40,1,1,9
tv series,The Umbrella Academy,1312171,2,10,9.2,2075,49,1,1,9.2
tv series,Dinotrux,1396212,1,1,7,20,23,1,0,NA
tv series,Dinotrux,1396212,1,2,6.2,17,23,1,0,NA
tv series,Dinotrux,1396212,1,3,6.5,14,23,1,0,6.5
tv series,Dinotrux,1396212,1,4,6.2,12,23,1,0,6.2
tv series,Dinotrux,1396212,1,5,6,13,23,1,0,6
tv series,Dinotrux,1396212,1,6,6.2,13,23,1,0,6.2
tv series,Dinotrux,1396212,1,7,6.2,12,23,1,0,NA
tv series,Dinotrux,1396212,1,8,6.3,13,23,1,0,6.3
tv series,Dinotrux,1396212,1,9,6.1,12,23,1,0,NA
tv series,Dinotrux,1396212,1,10,6,12,23,1,0,6
tv series,Dinotrux,1396212,2,1,6.6,10,23,1,0,NA
tv series,Dinotrux,1396212,2,2,6.7,10,23,1,0,6.7
tv series,Dinotrux,1396212,2,3,6.7,10,23,1,0,6.7
tv series,Dinotrux,1396212,2,4,6.8,9,23,1,0,6.8
tv series,Dinotrux,1396212,2,5,6.8,9,23,1,0,6.8
tv series,Dinotrux,1396212,2,6,6.8,9,23,1,0,6.8
tv series,Dinotrux,1396212,2,7,6.9,9,23,1,0,6.9
tv series,Dinotrux,1396212,2,8,7.4,8,23,1,0,7.4
tv series,Dinotrux,1396212,2,9,7.4,7,23,1,0,7.4
tv series,Dinotrux,1396212,2,10,7.4,7,23,1,0,7.4
tv series,Dinotrux,1396212,2,11,7.6,7,23,1,0,7.6
tv series,Dinotrux,1396212,2,12,7.7,7,23,1,0,7.7
tv series,Dinotrux,1396212,2,13,7.5,6,23,1,0,NA
tv series,Dinotrux,1396212,3,1,7.9,7,23,1,0,NA
tv series,Dinotrux,1396212,3,2,7.3,6,23,1,0,7.3
tv series,Dinotrux,1396212,3,3,7.5,6,23,1,0,7.5
tv series,Dinotrux,1396212,3,4,8,7,23,1,0,8
tv series,Dinotrux,1396212,3,5,7.3,6,23,1,0,7.3
tv series,Dinotrux,1396212,3,9,7.7,6,23,1,0,NA
tv series,Dinotrux,1396212,3,10,7.2,6,23,1,0,7.2
tv series,Dinotrux,1396212,3,11,7.9,7,23,1,0,7.9
tv series,Dinotrux,1396212,3,16,7.9,7,23,1,0,7.9
tv series,Dinotrux,1396212,4,1,7.5,6,23,1,0,7.5
tv series,Dinotrux,1396212,4,2,7.5,6,23,1,0,7.5
tv series,Dinotrux,1396212,4,6,7,6,23,1,0,7
tv series,Dinotrux,1396212,5,1,7,6,23,1,0,7
tv series,Dinotrux,1396212,5,2,6.8,6,23,1,0,6.8
tv series,Dinotrux,1396212,5,3,7.2,6,23,1,0,7.2
tv series,Dinotrux,1396212,5,4,6.8,6,23,1,0,6.8
tv series,Dinotrux,1396212,5,5,7.6,7,23,1,0,7.6
tv series,Dinotrux,1396212,5,6,7.3,6,23,1,0,7.3
tv series,The Mafia Dolls,1585368,1,1,7.2,8,41,0,1,7.2
tv series,Trollhunters: Tales of Arcadia,1734135,1,1,7.7,484,22,1,1,7.7
tv series,Trollhunters: Tales of Arcadia,1734135,1,2,8,390,22,1,1,8
tv series,Trollhunters: Tales of Arcadia,1734135,1,3,7.8,337,22,1,1,7.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,4,7.8,320,22,1,1,7.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,5,8,293,22,1,1,8
tv series,Trollhunters: Tales of Arcadia,1734135,1,6,8.4,284,22,1,1,8.4
tv series,Trollhunters: Tales of Arcadia,1734135,1,7,8.1,281,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,8,7.9,274,22,1,1,7.9
tv series,Trollhunters: Tales of Arcadia,1734135,1,9,8.1,271,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,10,8.1,279,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,11,8.6,274,22,1,1,8.6
tv series,Trollhunters: Tales of Arcadia,1734135,1,12,8.7,299,22,1,1,8.7
tv series,Trollhunters: Tales of Arcadia,1734135,1,13,9,309,22,1,1,9
tv series,Trollhunters: Tales of Arcadia,1734135,1,14,8.1,267,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,15,8,254,22,1,1,8
tv series,Trollhunters: Tales of Arcadia,1734135,1,16,8.1,250,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,17,8.2,251,22,1,1,8.2
tv series,Trollhunters: Tales of Arcadia,1734135,1,18,8.1,248,22,1,1,8.1
tv series,Trollhunters: Tales of Arcadia,1734135,1,19,8,256,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,1,20,8.4,254,22,1,1,8.4
tv series,Trollhunters: Tales of Arcadia,1734135,1,21,7.8,247,22,1,1,7.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,22,8.8,261,22,1,1,8.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,23,8.6,251,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,1,24,8.8,261,22,1,1,8.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,25,8.8,276,22,1,1,8.8
tv series,Trollhunters: Tales of Arcadia,1734135,1,26,9.1,300,22,1,1,9.1
tv series,Trollhunters: Tales of Arcadia,1734135,2,1,8.4,251,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,2,2,7.8,224,22,1,1,7.8
tv series,Trollhunters: Tales of Arcadia,1734135,2,3,7.7,206,22,1,1,7.7
tv series,Trollhunters: Tales of Arcadia,1734135,2,4,8.4,214,22,1,1,8.4
tv series,Trollhunters: Tales of Arcadia,1734135,2,5,8.6,222,22,1,1,8.6
tv series,Trollhunters: Tales of Arcadia,1734135,2,6,7.7,202,22,1,1,7.7
tv series,Trollhunters: Tales of Arcadia,1734135,2,7,7.7,218,22,1,1,7.7
tv series,Trollhunters: Tales of Arcadia,1734135,2,8,7.9,207,22,1,1,7.9
tv series,Trollhunters: Tales of Arcadia,1734135,2,9,8.9,251,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,2,10,8.2,207,22,1,1,8.2
tv series,Trollhunters: Tales of Arcadia,1734135,2,11,8.6,218,22,1,1,8.6
tv series,Trollhunters: Tales of Arcadia,1734135,2,12,8.4,204,22,1,1,8.4
tv series,Trollhunters: Tales of Arcadia,1734135,2,13,9,267,22,1,1,9
tv series,Trollhunters: Tales of Arcadia,1734135,3,2,8,175,22,1,1,8
tv series,Trollhunters: Tales of Arcadia,1734135,3,3,8.2,179,22,1,1,8.2
tv series,Trollhunters: Tales of Arcadia,1734135,3,4,8.4,177,22,1,1,8.4
tv series,Trollhunters: Tales of Arcadia,1734135,3,5,8.8,186,22,1,1,8.8
tv series,Trollhunters: Tales of Arcadia,1734135,3,6,8.3,169,22,1,1,8.3
tv series,Trollhunters: Tales of Arcadia,1734135,3,7,8.7,171,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,3,8,8.3,163,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,3,9,8,160,22,1,1,8
tv series,Trollhunters: Tales of Arcadia,1734135,3,10,8.7,191,22,1,1,8.7
tv series,Trollhunters: Tales of Arcadia,1734135,3,11,8.2,173,22,1,1,8.2
tv series,Trollhunters: Tales of Arcadia,1734135,3,12,9,200,22,1,1,NA
tv series,Trollhunters: Tales of Arcadia,1734135,3,13,9.1,248,23,1,1,9.1
tv series,Top Boy,1830379,1,1,7.8,295,52,0,1,7.8
tv series,Top Boy,1830379,1,2,8,260,47,0,1,8
tv series,Top Boy,1830379,1,3,8.3,244,49,0,1,8.3
tv series,Top Boy,1830379,1,4,8.5,250,50,0,1,8.5
tv series,Top Boy,1830379,2,1,8.1,210,46,0,1,8.1
tv series,Top Boy,1830379,2,2,8.1,190,46,0,1,NA
tv series,Top Boy,1830379,2,3,8.2,184,47,0,1,8.2
tv series,Top Boy,1830379,2,4,9,217,47,0,1,9
tv series,Longmire,1836037,1,1,8.2,1139,52,0,1,8.2
tv series,Longmire,1836037,1,2,8.3,947,43,0,1,8.3
tv series,Longmire,1836037,1,3,8.2,921,44,0,1,NA
tv series,Longmire,1836037,1,4,8.4,886,44,0,1,8.4
tv series,Longmire,1836037,1,5,8.6,903,43,0,1,NA
tv series,Longmire,1836037,1,6,8.3,851,43,0,1,8.3
tv series,Longmire,1836037,1,7,8.6,841,44,0,1,8.6
tv series,Longmire,1836037,1,8,8.7,823,60,0,1,8.7
tv series,Longmire,1836037,1,9,8.8,812,44,0,1,8.8
tv series,Longmire,1836037,1,10,9,833,45,0,1,NA
tv series,Longmire,1836037,2,1,8.6,838,44,0,1,8.6
tv series,Longmire,1836037,2,2,8.5,786,44,0,1,NA
tv series,Longmire,1836037,2,3,8.7,762,44,0,1,NA
tv series,Longmire,1836037,2,4,8.4,755,43,0,1,NA
tv series,Longmire,1836037,2,5,8.5,749,44,0,1,8.5
tv series,Longmire,1836037,2,6,8.7,745,44,0,1,8.7
tv series,Longmire,1836037,2,7,8.7,750,44,0,1,8.7
tv series,Longmire,1836037,2,8,8.7,726,44,0,1,8.7
tv series,Longmire,1836037,2,9,8.6,723,44,0,1,8.6
tv series,Longmire,1836037,2,10,9.2,780,44,0,1,9.2
tv series,Longmire,1836037,2,11,8.8,725,43,0,1,8.8
tv series,Longmire,1836037,2,12,8.8,737,43,0,1,8.8
tv series,Longmire,1836037,2,13,9.3,842,44,0,1,9.3
tv series,Longmire,1836037,3,1,9,812,44,0,1,9
tv series,Longmire,1836037,3,2,8.8,758,44,0,1,8.8
tv series,Longmire,1836037,3,3,8.9,760,44,0,1,8.9
tv series,Longmire,1836037,3,4,8.6,737,44,0,1,8.6
tv series,Longmire,1836037,3,5,9,739,43,0,1,9
tv series,Longmire,1836037,3,6,8.8,741,43,0,1,8.8
tv series,Longmire,1836037,3,7,9.2,820,47,0,1,9.2
tv series,Longmire,1836037,3,8,8.7,725,43,0,1,NA
tv series,Longmire,1836037,3,9,9.1,753,60,0,1,NA
tv series,Longmire,1836037,3,10,9.4,877,48,0,1,NA
tv series,Longmire,1836037,4,1,9.2,1096,63,0,1,9.2
tv series,Longmire,1836037,4,2,8.8,907,54,0,1,8.8
tv series,Longmire,1836037,4,3,9.5,1033,57,0,1,9.5
tv series,Longmire,1836037,4,4,8.8,862,58,0,1,8.8
tv series,Longmire,1836037,4,5,8.9,869,61,0,1,8.9
tv series,Longmire,1836037,4,6,9,838,55,0,1,9
tv series,Longmire,1836037,4,7,8.8,812,68,0,1,8.8
tv series,Longmire,1836037,4,8,9.1,791,57,0,1,9.1
tv series,Longmire,1836037,4,9,9.1,840,57,0,1,NA
tv series,Longmire,1836037,4,10,9.4,925,62,0,1,NA
tv series,Longmire,1836037,5,1,8.8,471,58,0,1,8.8
tv series,Longmire,1836037,5,2,8.7,406,56,0,1,8.7
tv series,Longmire,1836037,5,3,8.9,431,64,0,1,NA
tv series,Longmire,1836037,5,4,8.7,389,61,0,1,8.7
tv series,Longmire,1836037,5,5,8.9,397,62,0,1,8.9
tv series,Longmire,1836037,5,6,8.8,392,56,0,1,8.8
tv series,Longmire,1836037,5,7,8.8,393,57,0,1,NA
tv series,Longmire,1836037,5,8,9.1,395,71,0,1,9.1
tv series,Longmire,1836037,5,9,9,414,60,0,1,9
tv series,Longmire,1836037,5,10,8.8,435,69,0,1,8.8
tv series,Longmire,1836037,6,1,8.9,386,59,0,1,8.9
tv series,Longmire,1836037,6,2,8.7,329,59,0,1,NA
