kind,series_name,series_imdb_id,season,episode,rating,votes,runtime,is_comedy,is_drama,rating_miss
tv series,Pokémon,168366,9,11,7.1,53,22,1,0,7.1
tv series,Pokémon,168366,9,12,6.8,57,22,1,0,6.8
tv series,Pokémon,168366,9,13,7.2,53,22,1,0,7.2
tv series,Pokémon,168366,9,14,6.8,52,22,1,0,6.8
tv series,Pokémon,168366,9,15,6.4,51,22,1,0,6.4
tv series,Pokémon,168366,9,16,6.9,56,22,1,0,6.9
tv series,Pokémon,168366,9,17,6.5,57,22,1,0,6.5
tv series,Pokémon,168366,9,18,6.7,55,22,1,0,6.7
tv series,Pokémon,168366,9,19,6.9,55,22,1,0,6.9
tv series,Pokémon,168366,9,20,6.6,52,22,1,0,NA
tv series,Pokémon,168366,9,21,6.4,50,22,1,0,6.4
tv series,Pokémon,168366,9,22,6.5,52,22,1,0,6.5
tv series,Pokémon,168366,9,23,6.4,50,22,1,0,NA
tv series,Pokémon,168366,9,24,6.7,51,22,1,0,NA
tv series,Pokémon,168366,9,25,7,56,22,1,0,7
tv series,Pokémon,168366,9,26,7,56,22,1,0,7
tv series,Pokémon,168366,9,27,7.5,55,22,1,0,7.5
tv series,Pokémon,168366,9,28,6.5,51,22,1,0,6.5
tv series,Pokémon,168366,9,29,6.5,50,22,1,0,NA
tv series,Pokémon,168366,9,30,6.8,49,22,1,0,6.8
tv series,Pokémon,168366,9,31,6.5,50,22,1,0,6.5
tv series,Pokémon,168366,9,32,6.6,52,22,1,0,6.6
tv series,Pokémon,168366,9,33,6.8,54,22,1,0,6.8
tv series,Pokémon,168366,9,34,6.7,51,22,1,0,6.7
tv series,Pokémon,168366,9,35,6.3,49,22,1,0,6.3
tv series,Pokémon,168366,9,36,6.3,51,22,1,0,6.3
tv series,Pokémon,168366,9,37,6.8,55,22,1,0,NA
tv series,Pokémon,168366,9,38,6.4,51,22,1,0,6.4
tv series,Pokémon,168366,9,39,6.2,51,22,1,0,6.2
tv series,Pokémon,168366,9,40,6.8,48,22,1,0,6.8
tv series,Pokémon,168366,9,41,6.9,52,22,1,0,6.9
tv series,Pokémon,168366,9,42,6.9,50,22,1,0,6.9
tv series,Pokémon,168366,9,43,6.4,50,22,1,0,6.4
tv series,Pokémon,168366,9,44,7.2,57,22,1,0,7.2
tv series,Pokémon,168366,9,45,7.5,60,22,1,0,7.5
tv series,Pokémon,168366,9,46,6.8,59,22,1,0,6.8
tv series,Pokémon,168366,9,47,7.1,58,22,1,0,7.1
tv series,Pokémon,168366,10,1,7,69,22,1,0,7
tv series,Pokémon,168366,10,2,7.2,59,22,1,0,7.2
tv series,Pokémon,168366,10,3,7.1,55,22,1,0,7.1
tv series,Pokémon,168366,10,4,6.9,50,22,1,0,6.9
tv series,Pokémon,168366,10,5,7.1,52,22,1,0,7.1
tv series,Pokémon,168366,10,6,6.3,52,22,1,0,NA
tv series,Pokémon,168366,10,7,6.6,49,22,1,0,6.6
tv series,Pokémon,168366,10,8,6.9,49,22,1,0,6.9
tv series,Pokémon,168366,10,9,6.2,51,22,1,0,NA
tv series,Pokémon,168366,10,10,6.2,45,22,1,0,6.2
tv series,Pokémon,168366,10,11,5.7,49,22,1,0,5.7
tv series,Pokémon,168366,10,12,5.7,51,22,1,0,5.7
tv series,Pokémon,168366,10,13,6.1,49,22,1,0,6.1
tv series,Pokémon,168366,10,14,6.2,47,22,1,0,6.2
tv series,Pokémon,168366,10,15,6.4,51,22,1,0,NA
tv series,Pokémon,168366,10,16,6.2,48,22,1,0,6.2
tv series,Pokémon,168366,10,17,6.3,45,22,1,0,6.3
tv series,Pokémon,168366,10,18,6.3,51,22,1,0,6.3
tv series,Pokémon,168366,10,19,6.2,48,22,1,0,6.2
tv series,Pokémon,168366,10,20,6.6,51,22,1,0,6.6
tv series,Pokémon,168366,10,21,5.9,45,22,1,0,5.9
tv series,Pokémon,168366,10,22,6.1,45,22,1,0,6.1
tv series,Pokémon,168366,10,23,5.7,47,22,1,0,5.7
